match_id,season,date,home_team,away_team,leader,leader_team,opponent_team,minute_reached_plus2,score_at_event_leader,score_at_event_opponent,final_home_goals,final_away_goals,final_leader_goals,final_opponent_goals,result_for_leader,leader_is_home
4645,2014,2014-12-28,West Ham,Arsenal,away,Arsenal,West Ham,43,2,0,1,2,2,1,W,False
4646,2014,2014-12-28,Stoke,West Bromwich Albion,home,Stoke,West Bromwich Albion,65,2,0,2,0,2,0,W,True
4647,2014,2014-12-28,Newcastle United,Everton,home,Newcastle United,Everton,67,3,1,3,2,3,2,W,True
4648,2014,2014-12-29,Liverpool,Swansea,home,Liverpool,Swansea,50,2,0,4,1,4,1,W,True
4650,2014,2014-11-01,Stoke,West Ham,home,Stoke,West Ham,55,2,0,2,2,2,2,D,True
4652,2014,2014-11-01,Arsenal,Burnley,home,Arsenal,Burnley,71,2,0,3,0,3,0,W,True
4658,2014,2014-11-03,Crystal Palace,Sunderland,away,Sunderland,Crystal Palace,94,3,1,1,3,3,1,W,False
4663,2014,2014-11-08,Southampton,Leicester,home,Southampton,Leicester,79,2,0,2,0,2,0,W,True
4666,2014,2014-11-09,Tottenham,Stoke,away,Stoke,Tottenham,32,2,0,1,2,2,1,W,False
4667,2014,2014-11-09,West Bromwich Albion,Newcastle United,away,Newcastle United,West Bromwich Albion,61,2,0,0,2,2,0,W,False
4669,2014,2014-11-22,Stoke,Burnley,away,Burnley,Stoke,12,2,0,1,2,2,1,W,False
4674,2014,2014-11-22,Chelsea,West Bromwich Albion,home,Chelsea,West Bromwich Albion,24,2,0,2,0,2,0,W,True
4675,2014,2014-11-22,Arsenal,Manchester United,away,Manchester United,Arsenal,84,2,0,1,2,2,1,W,False
4676,2014,2014-11-23,Crystal Palace,Liverpool,home,Crystal Palace,Liverpool,80,3,1,3,1,3,1,W,True
4683,2014,2014-11-29,Manchester United,Hull,home,Manchester United,Hull,41,2,0,3,0,3,0,W,True
4687,2014,2014-11-30,Southampton,Manchester City,away,Manchester City,Southampton,79,2,0,0,3,3,0,W,False
4689,2014,2014-10-04,Hull,Crystal Palace,home,Hull,Crystal Palace,88,2,0,2,0,2,0,W,True
4692,2014,2014-10-04,Sunderland,Stoke,home,Sunderland,Stoke,78,3,1,3,1,3,1,W,True
4694,2014,2014-10-04,Aston Villa,Manchester City,away,Manchester City,Aston Villa,87,2,0,0,2,2,0,W,False
4697,2014,2014-10-05,Chelsea,Arsenal,home,Chelsea,Arsenal,77,2,0,2,0,2,0,W,True
4698,2014,2014-10-05,West Ham,Queens Park Rangers,home,West Ham,Queens Park Rangers,58,2,0,2,0,2,0,W,True
4699,2014,2014-10-18,Manchester City,Tottenham,home,Manchester City,Tottenham,67,3,1,4,1,4,1,W,True
4700,2014,2014-10-18,Everton,Aston Villa,home,Everton,Aston Villa,47,2,0,3,0,3,0,W,True
4701,2014,2014-10-18,Burnley,West Ham,away,West Ham,Burnley,53,2,0,1,3,3,1,W,False
4702,2014,2014-10-18,Crystal Palace,Chelsea,away,Chelsea,Crystal Palace,50,2,0,1,2,2,1,W,False
4703,2014,2014-10-18,Southampton,Sunderland,home,Southampton,Sunderland,17,2,0,8,0,8,0,W,True
4709,2014,2014-10-25,West Ham,Manchester City,home,West Ham,Manchester City,74,2,0,2,1,2,1,W,True
4711,2014,2014-10-25,Sunderland,Arsenal,away,Arsenal,Sunderland,91,2,0,0,2,2,0,W,False
4712,2014,2014-10-25,West Bromwich Albion,Crystal Palace,away,Crystal Palace,West Bromwich Albion,45,2,0,2,2,2,2,D,False
4714,2014,2014-10-25,Swansea,Leicester,home,Swansea,Leicester,56,2,0,2,0,2,0,W,True
4716,2014,2014-10-26,Burnley,Everton,away,Everton,Burnley,85,3,1,1,3,3,1,W,False
4718,2014,2014-10-27,Queens Park Rangers,Aston Villa,home,Queens Park Rangers,Aston Villa,68,2,0,2,0,2,0,W,True
4720,2014,2014-09-13,Chelsea,Swansea,home,Chelsea,Swansea,66,3,1,4,2,4,2,W,True
4722,2014,2014-09-13,Southampton,Newcastle United,home,Southampton,Newcastle United,18,2,0,4,0,4,0,W,True
4725,2014,2014-09-13,West Bromwich Albion,Everton,away,Everton,West Bromwich Albion,65,2,0,0,2,2,0,W,False
4727,2014,2014-09-14,Manchester United,Queens Park Rangers,home,Manchester United,Queens Park Rangers,35,2,0,4,0,4,0,W,True
4731,2014,2014-09-20,Aston Villa,Arsenal,away,Arsenal,Aston Villa,33,2,0,0,3,3,0,W,False
4733,2014,2014-09-20,Newcastle United,Hull,away,Hull,Newcastle United,67,2,0,2,2,2,2,D,False
4734,2014,2014-09-20,West Ham,Liverpool,home,West Ham,Liverpool,6,2,0,3,1,3,1,W,True
4736,2014,2014-09-21,Leicester,Manchester United,away,Manchester United,Leicester,15,2,0,5,3,3,5,L,False
4736,2014,2014-09-21,Leicester,Manchester United,home,Leicester,Manchester United,82,5,3,5,3,5,3,W,True
4738,2014,2014-09-21,Everton,Crystal Palace,away,Crystal Palace,Everton,68,3,1,2,3,3,2,W,False
4740,2014,2014-09-27,Manchester United,West Ham,home,Manchester United,West Ham,21,2,0,2,1,2,1,W,True
4742,2014,2014-09-27,Chelsea,Aston Villa,home,Chelsea,Aston Villa,58,2,0,3,0,3,0,W,True
4743,2014,2014-09-27,Crystal Palace,Leicester,home,Crystal Palace,Leicester,53,2,0,2,0,2,0,W,True
4744,2014,2014-09-27,Hull,Manchester City,away,Manchester City,Hull,10,2,0,2,4,4,2,W,False
4747,2014,2014-09-28,West Bromwich Albion,Burnley,home,West Bromwich Albion,Burnley,45,2,0,4,0,4,0,W,True
4757,2014,2014-08-17,Newcastle United,Manchester City,away,Manchester City,Newcastle United,91,2,0,0,2,2,0,W,False
4758,2014,2014-08-18,Burnley,Chelsea,away,Chelsea,Burnley,33,3,1,1,3,3,1,W,False
4760,2014,2014-08-23,Chelsea,Leicester,home,Chelsea,Leicester,76,2,0,2,0,2,0,W,True
4761,2014,2014-08-23,Crystal Palace,West Ham,away,West Ham,Crystal Palace,36,2,0,1,3,3,1,W,False
4764,2014,2014-08-23,Everton,Arsenal,home,Everton,Arsenal,44,2,0,2,2,2,2,D,True
4766,2014,2014-08-24,Tottenham,Queens Park Rangers,home,Tottenham,Queens Park Rangers,29,2,0,4,0,4,0,W,True
4768,2014,2014-08-25,Manchester City,Liverpool,home,Manchester City,Liverpool,54,2,0,3,1,3,1,W,True
4773,2014,2014-08-30,Swansea,West Bromwich Albion,home,Swansea,West Bromwich Albion,23,2,0,3,0,3,0,W,True
4774,2014,2014-08-30,West Ham,Southampton,away,Southampton,West Ham,82,3,1,1,3,3,1,W,False
4775,2014,2014-08-30,Everton,Chelsea,away,Chelsea,Everton,2,2,0,3,6,6,3,W,False
4776,2014,2014-08-31,Aston Villa,Hull,home,Aston Villa,Hull,35,2,0,2,1,2,1,W,True
4777,2014,2014-08-31,Tottenham,Liverpool,away,Liverpool,Tottenham,48,2,0,0,3,3,0,W,False
7123,2017,2017-08-12,Chelsea,Burnley,away,Burnley,Chelsea,38,2,0,2,3,3,2,W,False
7124,2017,2017-08-12,Crystal Palace,Huddersfield,away,Huddersfield,Crystal Palace,25,2,0,0,3,3,0,W,False
7126,2017,2017-08-12,Brighton,Manchester City,away,Manchester City,Brighton,74,2,0,0,2,2,0,W,False
7127,2017,2017-08-13,Newcastle United,Tottenham,away,Tottenham,Newcastle United,69,2,0,0,2,2,0,W,False
7128,2017,2017-08-13,Manchester United,West Ham,home,Manchester United,West Ham,52,2,0,4,0,4,0,W,True
7129,2017,2017-08-19,Swansea,Manchester United,away,Manchester United,Swansea,79,2,0,0,4,4,0,W,False
7130,2017,2017-08-19,Southampton,West Ham,home,Southampton,West Ham,37,2,0,3,2,3,2,W,True
7131,2017,2017-08-19,Bournemouth,Watford,away,Watford,Bournemouth,85,2,0,0,2,2,0,W,False
7133,2017,2017-08-19,Leicester,Brighton,home,Leicester,Brighton,53,2,0,2,0,2,0,W,True
7140,2017,2017-08-27,Chelsea,Everton,home,Chelsea,Everton,39,2,0,2,0,2,0,W,True
7141,2017,2017-08-26,Crystal Palace,Swansea,away,Swansea,Crystal Palace,47,2,0,0,2,2,0,W,False
7142,2017,2017-08-26,Newcastle United,West Ham,home,Newcastle United,West Ham,71,2,0,3,0,3,0,W,True
7145,2017,2017-08-26,Manchester United,Leicester,home,Manchester United,Leicester,81,2,0,2,0,2,0,W,True
7148,2017,2017-08-27,Liverpool,Arsenal,home,Liverpool,Arsenal,39,2,0,4,0,4,0,W,True
7149,2017,2017-09-09,Manchester City,Liverpool,home,Manchester City,Liverpool,50,2,0,5,0,5,0,W,True
7150,2017,2017-09-09,Southampton,Watford,away,Watford,Southampton,65,2,0,0,2,2,0,W,False
7151,2017,2017-09-09,Leicester,Chelsea,away,Chelsea,Leicester,49,2,0,1,2,2,1,W,False
7152,2017,2017-09-09,Arsenal,Bournemouth,home,Arsenal,Bournemouth,26,2,0,3,0,3,0,W,True
7153,2017,2017-09-09,Brighton,West Bromwich Albion,home,Brighton,West Bromwich Albion,47,2,0,3,1,3,1,W,True
7154,2017,2017-09-09,Everton,Tottenham,away,Tottenham,Everton,41,2,0,0,3,3,0,W,False
7158,2017,2017-09-11,West Ham,Huddersfield,home,West Ham,Huddersfield,76,2,0,2,0,2,0,W,True
7164,2017,2017-09-16,Watford,Manchester City,away,Manchester City,Watford,30,2,0,0,6,6,0,W,False
7168,2017,2017-09-17,Manchester United,Everton,home,Manchester United,Everton,82,2,0,4,0,4,0,W,True
7169,2017,2017-09-23,West Ham,Tottenham,away,Tottenham,West Ham,37,2,0,2,3,3,2,W,False
7170,2017,2017-09-23,Stoke,Chelsea,away,Chelsea,Stoke,29,2,0,0,4,4,0,W,False
7173,2017,2017-09-23,Manchester City,Crystal Palace,home,Manchester City,Crystal Palace,50,2,0,5,0,5,0,W,True
7176,2017,2017-09-23,Leicester,Liverpool,away,Liverpool,Leicester,22,2,0,2,3,3,2,W,False
7178,2017,2017-09-25,Arsenal,West Bromwich Albion,home,Arsenal,West Bromwich Albion,66,2,0,2,0,2,0,W,True
7179,2017,2017-09-30,Huddersfield,Tottenham,away,Tottenham,Huddersfield,15,2,0,0,4,4,0,W,False
7180,2017,2017-09-30,Manchester United,Crystal Palace,home,Manchester United,Crystal Palace,34,2,0,4,0,4,0,W,True
7182,2017,2017-09-30,West Bromwich Albion,Watford,home,West Bromwich Albion,Watford,20,2,0,2,2,2,2,D,True
7186,2017,2017-10-01,Arsenal,Brighton,home,Arsenal,Brighton,55,2,0,2,0,2,0,W,True
7194,2017,2017-10-14,Manchester City,Stoke,home,Manchester City,Stoke,18,2,0,7,2,7,2,W,True
7196,2017,2017-10-14,Swansea,Huddersfield,home,Swansea,Huddersfield,47,2,0,2,0,2,0,W,True
7199,2017,2017-10-21,Chelsea,Watford,home,Chelsea,Watford,94,4,2,4,2,4,2,W,True
7200,2017,2017-10-22,Everton,Arsenal,away,Arsenal,Everton,73,3,1,2,5,5,2,W,False
7201,2017,2017-10-21,Huddersfield,Manchester United,home,Huddersfield,Manchester United,32,2,0,2,1,2,1,W,True
7202,2017,2017-10-21,Manchester City,Burnley,home,Manchester City,Burnley,72,2,0,3,0,3,0,W,True
7205,2017,2017-10-21,Stoke,Bournemouth,away,Bournemouth,Stoke,17,2,0,1,2,2,1,W,False
7206,2017,2017-10-21,Swansea,Leicester,away,Leicester,Swansea,48,2,0,1,2,2,1,W,False
7207,2017,2017-10-22,Tottenham,Liverpool,home,Tottenham,Liverpool,11,2,0,4,1,4,1,W,True
7208,2017,2017-10-20,West Ham,Brighton,away,Brighton,West Ham,46,2,0,0,3,3,0,W,False
7213,2017,2017-10-28,Crystal Palace,West Ham,away,West Ham,Crystal Palace,42,2,0,2,2,2,2,D,False
7214,2017,2017-10-29,Leicester,Everton,home,Leicester,Everton,28,2,0,2,0,2,0,W,True
7215,2017,2017-10-28,West Bromwich Albion,Manchester City,away,Manchester City,West Bromwich Albion,63,3,1,2,3,3,2,W,False
7217,2017,2017-10-28,Liverpool,Huddersfield,home,Liverpool,Huddersfield,57,2,0,3,0,3,0,W,True
7220,2017,2017-11-05,Everton,Watford,away,Watford,Everton,63,2,0,3,2,2,3,L,False
7227,2017,2017-11-04,West Ham,Liverpool,away,Liverpool,West Ham,23,2,0,1,4,4,1,W,False
7228,2017,2017-11-05,Manchester City,Arsenal,home,Manchester City,Arsenal,49,2,0,3,1,3,1,W,True
7229,2017,2017-11-18,West Bromwich Albion,Chelsea,away,Chelsea,West Bromwich Albion,22,2,0,0,4,4,0,W,False
7230,2017,2017-11-19,Watford,West Ham,home,Watford,West Ham,63,2,0,2,0,2,0,W,True
7231,2017,2017-11-18,Liverpool,Southampton,home,Liverpool,Southampton,40,2,0,3,0,3,0,W,True
7232,2017,2017-11-18,Manchester United,Newcastle United,home,Manchester United,Newcastle United,53,3,1,4,1,4,1,W,True
7233,2017,2017-11-18,Burnley,Swansea,home,Burnley,Swansea,39,2,0,2,0,2,0,W,True
7235,2017,2017-11-18,Leicester,Manchester City,away,Manchester City,Leicester,48,2,0,0,2,2,0,W,False
7236,2017,2017-11-18,Arsenal,Tottenham,home,Arsenal,Tottenham,40,2,0,2,0,2,0,W,True
7237,2017,2017-11-18,Bournemouth,Huddersfield,home,Bournemouth,Huddersfield,30,2,0,4,0,4,0,W,True
7241,2017,2017-11-26,Southampton,Everton,home,Southampton,Everton,57,3,1,4,1,4,1,W,True
7242,2017,2017-11-25,Newcastle United,Watford,away,Watford,Newcastle United,45,2,0,0,3,3,0,W,False
7249,2017,2017-11-28,Leicester,Tottenham,home,Leicester,Tottenham,45,2,0,2,1,2,1,W,True
7251,2017,2017-11-28,Watford,Manchester United,away,Manchester United,Watford,24,2,0,2,4,4,2,W,False
7252,2017,2017-11-28,West Bromwich Albion,Newcastle United,home,West Bromwich Albion,Newcastle United,55,2,0,2,2,2,2,D,True
7253,2017,2017-11-29,Bournemouth,Burnley,away,Burnley,Bournemouth,64,2,0,1,2,2,1,W,False
7254,2017,2017-11-29,Arsenal,Huddersfield,home,Arsenal,Huddersfield,67,2,0,5,0,5,0,W,True
7256,2017,2017-11-29,Everton,West Ham,home,Everton,West Ham,27,2,0,4,0,4,0,W,True
7258,2017,2017-11-29,Stoke,Liverpool,away,Liverpool,Stoke,76,2,0,0,3,3,0,W,False
7259,2017,2017-12-02,Chelsea,Newcastle United,home,Chelsea,Newcastle United,73,3,1,3,1,3,1,W,True
7260,2017,2017-12-02,Everton,Huddersfield,home,Everton,Huddersfield,72,2,0,2,0,2,0,W,True
7266,2017,2017-12-02,Arsenal,Manchester United,away,Manchester United,Arsenal,10,2,0,1,3,3,1,W,False
7268,2017,2017-12-02,Brighton,Liverpool,away,Liverpool,Brighton,30,2,0,1,5,5,1,W,False
7270,2017,2017-12-09,Tottenham,Stoke,home,Tottenham,Stoke,52,2,0,5,1,5,1,W,True
7274,2017,2017-12-09,Huddersfield,Brighton,home,Huddersfield,Brighton,42,2,0,2,0,2,0,W,True
7280,2017,2017-12-12,Huddersfield,Chelsea,away,Chelsea,Huddersfield,42,2,0,1,3,3,1,W,False
7281,2017,2017-12-13,Swansea,Manchester City,away,Manchester City,Swansea,33,2,0,0,4,4,0,W,False
7285,2017,2017-12-13,Southampton,Leicester,away,Leicester,Southampton,31,2,0,1,4,4,1,W,False
7288,2017,2017-12-13,Tottenham,Brighton,home,Tottenham,Brighton,86,2,0,2,0,2,0,W,True
7290,2017,2017-12-17,Bournemouth,Liverpool,away,Liverpool,Bournemouth,25,2,0,0,4,4,0,W,False
7293,2017,2017-12-18,Everton,Swansea,home,Everton,Swansea,72,3,1,3,1,3,1,W,True
7294,2017,2017-12-16,Leicester,Crystal Palace,away,Crystal Palace,Leicester,39,2,0,0,3,3,0,W,False
7295,2017,2017-12-17,West Bromwich Albion,Manchester United,away,Manchester United,West Bromwich Albion,34,2,0,1,2,2,1,W,False
7296,2017,2017-12-16,Watford,Huddersfield,away,Huddersfield,Watford,22,2,0,1,4,4,1,W,False
7297,2017,2017-12-16,Stoke,West Ham,away,West Ham,Stoke,74,2,0,0,3,3,0,W,False
7298,2017,2017-12-16,Manchester City,Tottenham,home,Manchester City,Tottenham,69,2,0,4,1,4,1,W,True
7300,2017,2017-12-23,West Ham,Newcastle United,away,Newcastle United,West Ham,60,3,1,2,3,3,2,W,False
7301,2017,2017-12-22,Arsenal,Liverpool,away,Liverpool,Arsenal,51,2,0,3,3,3,3,D,False
7304,2017,2017-12-23,Burnley,Tottenham,away,Tottenham,Burnley,68,2,0,0,3,3,0,W,False
7306,2017,2017-12-23,Stoke,West Bromwich Albion,home,Stoke,West Bromwich Albion,46,2,0,3,1,3,1,W,True
7308,2017,2017-12-23,Manchester City,Bournemouth,home,Manchester City,Bournemouth,52,2,0,4,0,4,0,W,True
7310,2017,2017-12-26,Chelsea,Brighton,home,Chelsea,Brighton,59,2,0,2,0,2,0,W,True
7311,2017,2017-12-28,Crystal Palace,Arsenal,away,Arsenal,Crystal Palace,65,3,1,2,3,3,2,W,False
7313,2017,2017-12-26,Liverpool,Swansea,home,Liverpool,Swansea,51,2,0,5,0,5,0,W,True
7314,2017,2017-12-26,Manchester United,Burnley,away,Burnley,Manchester United,35,2,0,2,2,2,2,D,False
7316,2017,2017-12-26,Tottenham,Southampton,home,Tottenham,Southampton,38,2,0,5,2,5,2,W,True
7320,2017,2017-12-30,Chelsea,Stoke,home,Chelsea,Stoke,8,2,0,5,0,5,0,W,True
7333,2017,2018-01-01,Everton,Manchester United,away,Manchester United,Everton,80,2,0,0,2,2,0,W,False
7334,2017,2018-01-01,Leicester,Huddersfield,home,Leicester,Huddersfield,59,2,0,3,0,3,0,W,True
7335,2017,2018-01-02,Manchester City,Watford,home,Manchester City,Watford,12,2,0,3,1,3,1,W,True
7338,2017,2018-01-02,Swansea,Tottenham,away,Tottenham,Swansea,88,2,0,0,2,2,0,W,False
7342,2017,2018-01-13,Huddersfield,West Ham,away,West Ham,Huddersfield,55,3,1,1,4,4,1,W,False
7343,2017,2018-01-14,Liverpool,Manchester City,home,Liverpool,Manchester City,61,3,1,4,3,4,3,W,True
7344,2017,2018-01-15,Manchester United,Stoke,home,Manchester United,Stoke,37,2,0,3,0,3,0,W,True
7346,2017,2018-01-13,Tottenham,Everton,home,Tottenham,Everton,46,2,0,4,0,4,0,W,True
7347,2017,2018-01-13,Watford,Southampton,away,Southampton,Watford,43,2,0,2,2,2,2,D,False
7348,2017,2018-01-13,West Bromwich Albion,Brighton,home,West Bromwich Albion,Brighton,54,2,0,2,0,2,0,W,True
7349,2017,2018-01-20,Arsenal,Crystal Palace,home,Arsenal,Crystal Palace,9,2,0,4,1,4,1,W,True
7350,2017,2018-01-20,Brighton,Chelsea,away,Chelsea,Brighton,5,2,0,0,4,4,0,W,False
7353,2017,2018-01-20,Leicester,Watford,home,Leicester,Watford,90,2,0,2,0,2,0,W,True
7354,2017,2018-01-20,Manchester City,Newcastle United,home,Manchester City,Newcastle United,62,2,0,3,1,3,1,W,True
7356,2017,2018-01-20,Stoke,Huddersfield,home,Stoke,Huddersfield,68,2,0,2,0,2,0,W,True
7359,2017,2018-01-30,Huddersfield,Liverpool,away,Liverpool,Huddersfield,45,2,0,0,3,3,0,W,False
7361,2017,2018-01-30,Swansea,Arsenal,home,Swansea,Arsenal,85,3,1,3,1,3,1,W,True
7362,2017,2018-01-31,Chelsea,Bournemouth,away,Bournemouth,Chelsea,63,2,0,0,3,3,0,W,False
7365,2017,2018-01-31,Everton,Leicester,home,Everton,Leicester,38,2,0,2,1,2,1,W,True
7366,2017,2018-01-31,Manchester City,West Bromwich Albion,home,Manchester City,West Bromwich Albion,67,2,0,3,0,3,0,W,True
7367,2017,2018-01-31,Tottenham,Manchester United,home,Tottenham,Manchester United,27,2,0,2,0,2,0,W,True
7369,2017,2018-02-03,Arsenal,Everton,home,Arsenal,Everton,13,2,0,5,1,5,1,W,True
7371,2017,2018-02-03,Brighton,West Ham,home,Brighton,West Ham,74,3,1,3,1,3,1,W,True
7376,2017,2018-02-03,Manchester United,Huddersfield,home,Manchester United,Huddersfield,67,2,0,2,0,2,0,W,True
7377,2017,2018-02-05,Watford,Chelsea,home,Watford,Chelsea,87,3,1,4,1,4,1,W,True
7378,2017,2018-02-03,West Bromwich Albion,Southampton,away,Southampton,West Bromwich Albion,54,3,1,2,3,3,2,W,False
7379,2017,2018-02-12,Chelsea,West Bromwich Albion,home,Chelsea,West Bromwich Albion,62,2,0,3,0,3,0,W,True
7380,2017,2018-02-10,Everton,Crystal Palace,home,Everton,Crystal Palace,50,2,0,3,1,3,1,W,True
7381,2017,2018-02-11,Huddersfield,Bournemouth,home,Huddersfield,Bournemouth,65,3,1,4,1,4,1,W,True
7382,2017,2018-02-10,Manchester City,Leicester,home,Manchester City,Leicester,52,3,1,5,1,5,1,W,True
7384,2017,2018-02-11,Southampton,Liverpool,away,Liverpool,Southampton,41,2,0,0,2,2,0,W,False
7388,2017,2018-02-10,West Ham,Watford,home,West Ham,Watford,77,2,0,2,0,2,0,W,True
7389,2017,2018-03-01,Arsenal,Manchester City,away,Manchester City,Arsenal,27,2,0,0,3,3,0,W,False
7390,2017,2018-02-24,Bournemouth,Newcastle United,away,Newcastle United,Bournemouth,45,2,0,2,2,2,2,D,False
7391,2017,2018-02-24,Brighton,Swansea,home,Brighton,Swansea,68,2,0,4,1,4,1,W,True
7394,2017,2018-02-24,West Bromwich Albion,Huddersfield,away,Huddersfield,West Bromwich Albion,55,2,0,1,2,2,1,W,False
7395,2017,2018-02-24,Liverpool,West Ham,home,Liverpool,West Ham,50,2,0,4,1,4,1,W,True
7399,2017,2018-03-04,Brighton,Arsenal,home,Brighton,Arsenal,25,2,0,2,1,2,1,W,True
7401,2017,2018-03-05,Crystal Palace,Manchester United,home,Crystal Palace,Manchester United,47,2,0,2,3,2,3,L,True
7403,2017,2018-03-03,Liverpool,Newcastle United,home,Liverpool,Newcastle United,54,2,0,2,0,2,0,W,True
7406,2017,2018-03-03,Swansea,West Ham,home,Swansea,West Ham,31,2,0,4,1,4,1,W,True
7407,2017,2018-03-03,Tottenham,Huddersfield,home,Tottenham,Huddersfield,53,2,0,2,0,2,0,W,True
7409,2017,2018-03-11,Arsenal,Watford,home,Arsenal,Watford,58,2,0,3,0,3,0,W,True
7410,2017,2018-03-11,Bournemouth,Tottenham,away,Tottenham,Bournemouth,86,3,1,1,4,4,1,W,False
7411,2017,2018-03-10,Chelsea,Crystal Palace,home,Chelsea,Crystal Palace,31,2,0,2,1,2,1,W,True
7412,2017,2018-03-10,Everton,Brighton,home,Everton,Brighton,75,2,0,2,0,2,0,W,True
7414,2017,2018-03-10,Manchester United,Liverpool,home,Manchester United,Liverpool,23,2,0,2,1,2,1,W,True
7415,2017,2018-03-10,Newcastle United,Southampton,home,Newcastle United,Southampton,28,2,0,3,0,3,0,W,True
7416,2017,2018-03-12,Stoke,Manchester City,away,Manchester City,Stoke,49,2,0,0,2,2,0,W,False
7417,2017,2018-03-10,West Bromwich Albion,Leicester,away,Leicester,West Bromwich Albion,75,3,1,1,4,4,1,W,False
7418,2017,2018-03-10,West Ham,Burnley,away,Burnley,West Ham,69,2,0,0,3,3,0,W,False
7421,2017,2018-03-17,Huddersfield,Crystal Palace,away,Crystal Palace,Huddersfield,67,2,0,0,2,2,0,W,False
7422,2017,2018-05-09,Leicester,Arsenal,home,Leicester,Arsenal,89,3,1,3,1,3,1,W,True
7423,2017,2018-03-17,Liverpool,Watford,home,Liverpool,Watford,42,2,0,5,0,5,0,W,True
7424,2017,2018-05-09,Manchester City,Brighton,home,Manchester City,Brighton,71,3,1,3,1,3,1,W,True
7429,2017,2018-04-01,Arsenal,Stoke,home,Arsenal,Stoke,85,2,0,3,0,3,0,W,True
7430,2017,2018-03-31,Brighton,Leicester,away,Leicester,Brighton,95,2,0,0,2,2,0,W,False
7431,2017,2018-04-01,Chelsea,Tottenham,away,Tottenham,Chelsea,65,3,1,1,3,3,1,W,False
7433,2017,2018-03-31,Everton,Manchester City,away,Manchester City,Everton,11,2,0,1,3,3,1,W,False
7434,2017,2018-03-31,West Ham,Southampton,home,West Ham,Southampton,16,2,0,3,0,3,0,W,True
7435,2017,2018-03-31,Manchester United,Swansea,home,Manchester United,Swansea,19,2,0,2,0,2,0,W,True
7438,2017,2018-03-31,West Bromwich Albion,Burnley,away,Burnley,West Bromwich Albion,72,2,0,1,2,2,1,W,False
7444,2017,2018-04-07,Leicester,Newcastle United,away,Newcastle United,Leicester,74,2,0,1,2,2,1,W,False
7445,2017,2018-04-07,Manchester City,Manchester United,home,Manchester City,Manchester United,30,2,0,2,3,2,3,L,True
7449,2017,2018-04-14,Burnley,Leicester,home,Burnley,Leicester,8,2,0,2,1,2,1,W,True
7450,2017,2018-04-14,Crystal Palace,Brighton,home,Crystal Palace,Brighton,13,2,0,3,2,3,2,W,True
7452,2017,2018-04-14,Liverpool,Bournemouth,home,Liverpool,Bournemouth,68,2,0,3,0,3,0,W,True
7455,2017,2018-04-14,Southampton,Chelsea,home,Southampton,Chelsea,59,2,0,2,3,2,3,L,True
7457,2017,2018-04-14,Tottenham,Manchester City,away,Manchester City,Tottenham,24,2,0,1,3,3,1,W,False
7459,2017,2018-04-22,Arsenal,West Ham,home,Arsenal,West Ham,84,3,1,4,1,4,1,W,True
7463,2017,2018-04-18,Bournemouth,Manchester United,away,Manchester United,Bournemouth,69,2,0,0,2,2,0,W,False
7465,2017,2018-04-22,Manchester City,Swansea,home,Manchester City,Swansea,15,2,0,5,0,5,0,W,True
7468,2017,2018-04-21,West Bromwich Albion,Liverpool,away,Liverpool,West Bromwich Albion,71,2,0,2,2,2,2,D,False
7470,2017,2018-04-28,Crystal Palace,Leicester,home,Crystal Palace,Leicester,37,2,0,5,0,5,0,W,True
7471,2017,2018-04-28,Huddersfield,Everton,away,Everton,Huddersfield,76,2,0,0,2,2,0,W,False
7477,2017,2018-04-30,Tottenham,Watford,home,Tottenham,Watford,47,2,0,2,0,2,0,W,True
7478,2017,2018-04-29,West Ham,Manchester City,away,Manchester City,West Ham,26,2,0,1,4,4,1,W,False
7479,2017,2018-05-05,Leicester,West Ham,away,West Ham,Leicester,63,2,0,0,2,2,0,W,False
7482,2017,2018-05-05,Watford,Newcastle United,home,Watford,Newcastle United,27,2,0,2,1,2,1,W,True
7487,2017,2018-05-06,Arsenal,Burnley,home,Arsenal,Burnley,47,2,0,5,0,5,0,W,True
7489,2017,2018-05-13,West Ham,Everton,home,West Ham,Everton,62,2,0,3,1,3,1,W,True
7490,2017,2018-05-13,Tottenham,Leicester,away,Leicester,Tottenham,46,3,1,5,4,4,5,L,False
7493,2017,2018-05-13,Crystal Palace,West Bromwich Albion,home,Crystal Palace,West Bromwich Albion,77,2,0,2,0,2,0,W,True
7495,2017,2018-05-13,Liverpool,Brighton,home,Liverpool,Brighton,39,2,0,4,0,4,0,W,True
7497,2017,2018-05-13,Newcastle United,Chelsea,home,Newcastle United,Chelsea,58,2,0,3,0,3,0,W,True
9197,2018,2018-08-10,Manchester United,Leicester,home,Manchester United,Leicester,82,2,0,2,1,2,1,W,True
9199,2018,2018-08-11,Watford,Brighton,home,Watford,Brighton,53,2,0,2,0,2,0,W,True
9200,2018,2018-08-11,Huddersfield,Chelsea,away,Chelsea,Huddersfield,44,2,0,0,3,3,0,W,False
9201,2018,2018-08-11,Fulham,Crystal Palace,away,Crystal Palace,Fulham,79,2,0,0,2,2,0,W,False
9202,2018,2018-08-11,Bournemouth,Cardiff,home,Bournemouth,Cardiff,90,2,0,2,0,2,0,W,True
9205,2018,2018-08-12,Liverpool,West Ham,home,Liverpool,West Ham,46,2,0,4,0,4,0,W,True
