match_id,season,date,home_team,away_team,leader,leader_team,opponent_team,minute_reached_plus2,score_at_event_leader,score_at_event_opponent,final_home_goals,final_away_goals,final_leader_goals,final_opponent_goals,result_for_leader,leader_is_home
84,2015,2015-08-08,Leicester,Sunderland,home,Leicester,Sunderland,17,2,0,4,2,4,2,W,True
85,2015,2015-08-08,Norwich,Crystal Palace,away,Crystal Palace,Norwich,48,2,0,1,3,3,1,W,False
88,2015,2015-08-09,Arsenal,West Ham,away,West Ham,Arsenal,56,2,0,0,2,2,0,W,False
90,2015,2015-08-10,West Bromwich Albion,Manchester City,away,Manchester City,West Bromwich Albion,23,2,0,0,3,3,0,W,False
92,2015,2015-08-15,Southampton,Everton,away,Everton,Southampton,44,2,0,0,3,3,0,W,False
93,2015,2015-08-15,Sunderland,Norwich,away,Norwich,Sunderland,36,2,0,1,3,3,1,W,False
94,2015,2015-08-15,Swansea,Newcastle United,home,Swansea,Newcastle United,51,2,0,2,0,2,0,W,True
95,2015,2015-08-15,Tottenham,Stoke,home,Tottenham,Stoke,46,2,0,2,2,2,2,D,True
97,2015,2015-08-15,West Ham,Leicester,away,Leicester,West Ham,37,2,0,1,2,2,1,W,False
99,2015,2015-08-16,Manchester City,Chelsea,home,Manchester City,Chelsea,78,2,0,3,0,3,0,W,True
106,2015,2015-08-22,West Ham,Bournemouth,away,Bournemouth,West Ham,27,2,0,3,4,4,3,W,False
107,2015,2015-08-23,West Bromwich Albion,Chelsea,away,Chelsea,West Bromwich Albion,29,2,0,2,3,3,2,W,False
108,2015,2015-08-23,Everton,Manchester City,away,Manchester City,Everton,87,2,0,0,2,2,0,W,False
116,2015,2015-08-29,Liverpool,West Ham,away,West Ham,Liverpool,28,2,0,0,3,3,0,W,False
117,2015,2015-08-29,Manchester City,Watford,home,Manchester City,Watford,55,2,0,2,0,2,0,W,True
119,2015,2015-08-30,Southampton,Norwich,home,Southampton,Norwich,63,2,0,3,0,3,0,W,True
121,2015,2015-09-12,Everton,Chelsea,home,Everton,Chelsea,21,2,0,3,1,3,1,W,True
122,2015,2015-09-12,Arsenal,Stoke,home,Arsenal,Stoke,84,2,0,2,0,2,0,W,True
126,2015,2015-09-12,Norwich,Bournemouth,home,Norwich,Bournemouth,51,2,0,3,1,3,1,W,True
127,2015,2015-09-12,Manchester United,Liverpool,home,Manchester United,Liverpool,69,2,0,3,1,3,1,W,True
129,2015,2015-09-13,Leicester,Aston Villa,away,Aston Villa,Leicester,62,2,0,3,2,2,3,L,False
130,2015,2015-09-14,West Ham,Newcastle United,home,West Ham,Newcastle United,47,2,0,2,0,2,0,W,True
131,2015,2015-09-19,Chelsea,Arsenal,home,Chelsea,Arsenal,90,2,0,2,0,2,0,W,True
132,2015,2015-09-19,Newcastle United,Watford,away,Watford,Newcastle United,27,2,0,1,2,2,1,W,False
134,2015,2015-09-19,Bournemouth,Sunderland,home,Bournemouth,Sunderland,8,2,0,2,0,2,0,W,True
135,2015,2015-09-19,Stoke,Leicester,home,Stoke,Leicester,19,2,0,2,2,2,2,D,True
137,2015,2015-09-19,Manchester City,West Ham,away,West Ham,Manchester City,30,2,0,1,2,2,1,W,False
139,2015,2015-09-20,Southampton,Manchester United,away,Manchester United,Southampton,67,3,1,2,3,3,2,W,False
141,2015,2015-09-26,Tottenham,Manchester City,home,Tottenham,Manchester City,60,3,1,4,1,4,1,W,True
142,2015,2015-09-26,Southampton,Swansea,home,Southampton,Swansea,53,2,0,3,1,3,1,W,True
144,2015,2015-09-26,Leicester,Arsenal,away,Arsenal,Leicester,56,3,1,2,5,5,2,W,False
145,2015,2015-09-26,Liverpool,Aston Villa,home,Liverpool,Aston Villa,58,2,0,3,2,3,2,W,True
146,2015,2015-09-26,Manchester United,Sunderland,home,Manchester United,Sunderland,48,2,0,3,0,3,0,W,True
148,2015,2015-09-26,Newcastle United,Chelsea,home,Newcastle United,Chelsea,59,2,0,2,2,2,2,D,True
150,2015,2015-09-28,West Bromwich Albion,Everton,home,West Bromwich Albion,Everton,53,2,0,2,3,2,3,L,True
151,2015,2015-10-03,Crystal Palace,West Bromwich Albion,home,Crystal Palace,West Bromwich Albion,88,2,0,2,0,2,0,W,True
154,2015,2015-10-03,Manchester City,Newcastle United,home,Manchester City,Newcastle United,49,3,1,6,1,6,1,W,True
155,2015,2015-10-03,Norwich,Leicester,away,Leicester,Norwich,46,2,0,1,2,2,1,W,False
156,2015,2015-10-03,Sunderland,West Ham,home,Sunderland,West Ham,21,2,0,2,2,2,2,D,True
157,2015,2015-10-03,Chelsea,Southampton,away,Southampton,Chelsea,71,3,1,1,3,3,1,W,False
160,2015,2015-10-04,Arsenal,Manchester United,home,Arsenal,Manchester United,6,2,0,3,0,3,0,W,True
162,2015,2015-10-17,Southampton,Leicester,home,Southampton,Leicester,36,2,0,2,2,2,2,D,True
164,2015,2015-10-17,Chelsea,Aston Villa,home,Chelsea,Aston Villa,53,2,0,2,0,2,0,W,True
165,2015,2015-10-17,Crystal Palace,West Ham,away,West Ham,Crystal Palace,93,3,1,1,3,3,1,W,False
166,2015,2015-10-17,Everton,Manchester United,away,Manchester United,Everton,21,2,0,0,3,3,0,W,False
167,2015,2015-10-17,Manchester City,Bournemouth,home,Manchester City,Bournemouth,10,2,0,5,1,5,1,W,True
168,2015,2015-10-17,Watford,Arsenal,away,Arsenal,Watford,67,2,0,0,3,3,0,W,False
169,2015,2015-10-18,Newcastle United,Norwich,home,Newcastle United,Norwich,32,3,1,6,2,6,2,W,True
175,2015,2015-10-24,Stoke,Watford,away,Watford,Stoke,68,2,0,0,2,2,0,W,False
176,2015,2015-10-24,Arsenal,Everton,home,Arsenal,Everton,37,2,0,2,1,2,1,W,True
177,2015,2015-10-25,Sunderland,Newcastle United,home,Sunderland,Newcastle United,64,2,0,3,0,3,0,W,True
178,2015,2015-10-25,Bournemouth,Tottenham,away,Tottenham,Bournemouth,29,3,1,1,5,5,1,W,False
181,2015,2015-10-31,Chelsea,Liverpool,away,Liverpool,Chelsea,82,3,1,1,3,3,1,W,False
185,2015,2015-10-31,Swansea,Arsenal,away,Arsenal,Swansea,67,2,0,0,3,3,0,W,False
186,2015,2015-10-31,Watford,West Ham,home,Watford,West Ham,47,2,0,2,0,2,0,W,True
187,2015,2015-10-31,West Bromwich Albion,Leicester,away,Leicester,West Bromwich Albion,76,3,1,2,3,3,2,W,False
188,2015,2015-11-01,Everton,Sunderland,home,Everton,Sunderland,30,2,0,6,2,6,2,W,True
189,2015,2015-11-01,Southampton,Bournemouth,home,Southampton,Bournemouth,35,2,0,2,0,2,0,W,True
190,2015,2015-11-03,Tottenham,Aston Villa,home,Tottenham,Aston Villa,45,2,0,3,1,3,1,W,True
192,2015,2015-11-07,Leicester,Watford,home,Leicester,Watford,64,2,0,2,1,2,1,W,True
193,2015,2015-11-07,Manchester United,West Bromwich Albion,home,Manchester United,West Bromwich Albion,90,2,0,2,0,2,0,W,True
202,2015,2015-11-21,Swansea,Bournemouth,away,Bournemouth,Swansea,25,2,0,2,2,2,2,D,False
205,2015,2015-11-21,Newcastle United,Leicester,away,Leicester,Newcastle United,61,2,0,0,3,3,0,W,False
206,2015,2015-11-21,Everton,Aston Villa,home,Everton,Aston Villa,27,2,0,4,0,4,0,W,True
208,2015,2015-11-21,Manchester City,Liverpool,away,Liverpool,Manchester City,22,2,0,1,4,4,1,W,False
209,2015,2015-11-22,Tottenham,West Ham,home,Tottenham,West Ham,32,2,0,4,1,4,1,W,True
211,2015,2015-11-28,Sunderland,Stoke,home,Sunderland,Stoke,83,2,0,2,0,2,0,W,True
212,2015,2015-11-28,Aston Villa,Watford,away,Watford,Aston Villa,84,3,1,2,3,3,2,W,False
213,2015,2015-11-28,Bournemouth,Everton,away,Everton,Bournemouth,35,2,0,3,3,3,3,D,False
214,2015,2015-11-28,Crystal Palace,Newcastle United,home,Crystal Palace,Newcastle United,40,3,1,5,1,5,1,W,True
215,2015,2015-11-28,Manchester City,Southampton,home,Manchester City,Southampton,19,2,0,3,1,3,1,W,True
221,2015,2015-12-05,Stoke,Manchester City,home,Stoke,Manchester City,14,2,0,2,0,2,0,W,True
222,2015,2015-12-05,Swansea,Leicester,away,Leicester,Swansea,21,2,0,0,3,3,0,W,False
223,2015,2015-12-05,Watford,Norwich,home,Watford,Norwich,90,2,0,2,0,2,0,W,True
225,2015,2015-12-05,Arsenal,Sunderland,home,Arsenal,Sunderland,92,3,1,3,1,3,1,W,True
229,2015,2015-12-06,Newcastle United,Liverpool,home,Newcastle United,Liverpool,92,2,0,2,0,2,0,W,True
237,2015,2015-12-13,Aston Villa,Arsenal,away,Arsenal,Aston Villa,37,2,0,0,2,2,0,W,False
240,2015,2015-12-15,Leicester,Chelsea,home,Leicester,Chelsea,47,2,0,2,1,2,1,W,True
242,2015,2015-12-19,Southampton,Tottenham,away,Tottenham,Southampton,42,2,0,0,2,2,0,W,False
244,2015,2015-12-19,Chelsea,Sunderland,home,Chelsea,Sunderland,12,2,0,3,1,3,1,W,True
245,2015,2015-12-19,Everton,Leicester,away,Leicester,Everton,68,3,1,2,3,3,2,W,False
246,2015,2015-12-19,Manchester United,Norwich,away,Norwich,Manchester United,53,2,0,1,2,2,1,W,False
248,2015,2015-12-20,Watford,Liverpool,home,Watford,Liverpool,14,2,0,3,0,3,0,W,True
250,2015,2015-12-22,Arsenal,Manchester City,home,Arsenal,Manchester City,45,2,0,2,1,2,1,W,True
251,2015,2015-12-26,Stoke,Manchester United,home,Stoke,Manchester United,25,2,0,2,0,2,0,W,True
253,2015,2015-12-26,Tottenham,Norwich,home,Tottenham,Norwich,41,2,0,3,0,3,0,W,True
258,2015,2015-12-26,Manchester City,Sunderland,home,Manchester City,Sunderland,16,2,0,4,1,4,1,W,True
260,2015,2015-12-26,Southampton,Arsenal,home,Southampton,Arsenal,54,2,0,4,0,4,0,W,True
263,2015,2015-12-28,Norwich,Aston Villa,home,Norwich,Aston Villa,86,2,0,2,0,2,0,W,True
266,2015,2015-12-28,Arsenal,Bournemouth,home,Arsenal,Bournemouth,62,2,0,2,0,2,0,W,True
271,2015,2016-01-02,West Ham,Liverpool,home,West Ham,Liverpool,54,2,0,2,0,2,0,W,True
277,2015,2016-01-02,Sunderland,Aston Villa,home,Sunderland,Aston Villa,91,3,1,3,1,3,1,W,True
279,2015,2016-01-03,Crystal Palace,Chelsea,away,Chelsea,Crystal Palace,59,2,0,0,3,3,0,W,False
281,2015,2016-01-12,Newcastle United,Manchester United,away,Manchester United,Newcastle United,37,2,0,3,3,3,3,D,False
283,2015,2016-01-12,Bournemouth,West Ham,away,West Ham,Bournemouth,83,3,1,1,3,3,1,W,False
284,2015,2016-01-13,Southampton,Watford,home,Southampton,Watford,72,2,0,2,0,2,0,W,True
285,2015,2016-01-13,Stoke,Norwich,home,Stoke,Norwich,77,3,1,3,1,3,1,W,True
286,2015,2016-01-13,Swansea,Sunderland,away,Sunderland,Swansea,84,4,2,2,4,4,2,W,False
291,2015,2016-01-16,Tottenham,Sunderland,home,Tottenham,Sunderland,66,3,1,4,1,4,1,W,True
292,2015,2016-01-16,Manchester City,Crystal Palace,home,Manchester City,Crystal Palace,40,2,0,4,0,4,0,W,True
293,2015,2016-01-16,Newcastle United,West Ham,home,Newcastle United,West Ham,14,2,0,2,1,2,1,W,True
294,2015,2016-01-16,Southampton,West Bromwich Albion,home,Southampton,West Bromwich Albion,34,2,0,3,0,3,0,W,True
295,2015,2016-01-16,Chelsea,Everton,away,Everton,Chelsea,55,2,0,3,3,3,3,D,False
296,2015,2016-01-16,Bournemouth,Norwich,home,Bournemouth,Norwich,53,2,0,3,0,3,0,W,True
301,2015,2016-01-23,Norwich,Liverpool,home,Norwich,Liverpool,53,3,1,4,5,4,5,L,True
302,2015,2016-01-23,Crystal Palace,Tottenham,away,Tottenham,Crystal Palace,94,3,1,1,3,3,1,W,False
304,2015,2016-01-23,Leicester,Stoke,home,Leicester,Stoke,65,2,0,3,0,3,0,W,True
307,2015,2016-01-23,Watford,Newcastle United,home,Watford,Newcastle United,57,2,0,2,1,2,1,W,True
312,2015,2016-02-02,Leicester,Liverpool,home,Leicester,Liverpool,70,2,0,2,0,2,0,W,True
313,2015,2016-02-02,Norwich,Tottenham,away,Tottenham,Norwich,29,2,0,0,3,3,0,W,False
315,2015,2016-02-02,West Ham,Aston Villa,home,West Ham,Aston Villa,84,2,0,2,0,2,0,W,True
317,2015,2016-02-03,Manchester United,Stoke,home,Manchester United,Stoke,22,2,0,3,0,3,0,W,True
319,2015,2016-02-03,Everton,Newcastle United,home,Everton,Newcastle United,87,2,0,3,0,3,0,W,True
321,2015,2016-02-06,Manchester City,Leicester,away,Leicester,Manchester City,47,2,0,1,3,3,1,W,False
323,2015,2016-02-06,Stoke,Everton,away,Everton,Stoke,27,2,0,0,3,3,0,W,False
326,2015,2016-02-06,Aston Villa,Norwich,home,Aston Villa,Norwich,50,2,0,2,0,2,0,W,True
327,2015,2016-02-06,Liverpool,Sunderland,home,Liverpool,Sunderland,69,2,0,2,2,2,2,D,True
329,2015,2016-02-07,Bournemouth,Arsenal,away,Arsenal,Bournemouth,23,2,0,0,2,2,0,W,False
333,2015,2016-02-13,Norwich,West Ham,home,Norwich,West Ham,64,2,0,2,2,2,2,D,True
336,2015,2016-02-13,Bournemouth,Stoke,away,Stoke,Bournemouth,51,2,0,1,3,3,1,W,False
337,2015,2016-02-13,Chelsea,Newcastle United,home,Chelsea,Newcastle United,8,2,0,5,1,5,1,W,True
339,2015,2016-02-14,Aston Villa,Liverpool,away,Liverpool,Aston Villa,24,2,0,0,6,6,0,W,False
345,2015,2016-02-27,Stoke,Aston Villa,home,Stoke,Aston Villa,55,2,0,2,1,2,1,W,True
346,2015,2016-02-27,West Bromwich Albion,Crystal Palace,home,West Bromwich Albion,Crystal Palace,19,2,0,3,2,3,2,W,True
348,2015,2016-02-28,Manchester United,Arsenal,home,Manchester United,Arsenal,31,2,0,3,2,3,2,W,True
349,2015,2016-03-01,Aston Villa,Everton,away,Everton,Aston Villa,29,2,0,1,3,3,1,W,False
350,2015,2016-03-01,Bournemouth,Southampton,home,Bournemouth,Southampton,78,2,0,2,0,2,0,W,True
353,2015,2016-03-01,Norwich,Chelsea,away,Chelsea,Norwich,45,2,0,1,2,2,1,W,False
357,2015,2016-03-03,Liverpool,Manchester City,home,Liverpool,Manchester City,40,2,0,3,0,3,0,W,True
363,2015,2016-03-05,Everton,West Ham,home,Everton,West Ham,55,2,0,2,3,2,3,L,True
364,2015,2016-03-05,Manchester City,Aston Villa,home,Manchester City,Aston Villa,49,2,0,4,0,4,0,W,True
365,2015,2016-03-05,Newcastle United,Bournemouth,away,Bournemouth,Newcastle United,69,2,0,1,3,3,1,W,False
370,2015,2016-03-12,Stoke,Southampton,away,Southampton,Stoke,29,2,0,1,2,2,1,W,False
372,2015,2016-03-13,Aston Villa,Tottenham,away,Tottenham,Aston Villa,47,2,0,0,2,2,0,W,False
374,2015,2016-03-19,Everton,Arsenal,away,Arsenal,Everton,41,2,0,0,2,2,0,W,False
377,2015,2016-03-19,Watford,Stoke,away,Stoke,Watford,50,2,0,1,2,2,1,W,False
380,2015,2016-03-20,Southampton,Liverpool,away,Liverpool,Southampton,21,2,0,3,2,2,3,L,False
383,2015,2016-03-20,Tottenham,Bournemouth,home,Tottenham,Bournemouth,15,2,0,3,0,3,0,W,True
384,2015,2016-04-02,Aston Villa,Chelsea,away,Chelsea,Aston Villa,45,2,0,0,4,4,0,W,False
385,2015,2016-04-02,Arsenal,Watford,home,Arsenal,Watford,37,2,0,4,0,4,0,W,True
386,2015,2016-04-02,Bournemouth,Manchester City,away,Manchester City,Bournemouth,11,2,0,0,4,4,0,W,False
388,2015,2016-04-02,Stoke,Swansea,home,Stoke,Swansea,52,2,0,2,2,2,2,D,True
394,2015,2016-04-09,West Ham,Arsenal,away,Arsenal,West Ham,34,2,0,3,3,3,3,D,False
396,2015,2016-04-09,Southampton,Newcastle United,home,Southampton,Newcastle United,37,2,0,3,1,3,1,W,True
398,2015,2016-04-09,Aston Villa,Bournemouth,away,Bournemouth,Aston Villa,73,2,0,1,2,2,1,W,False
401,2015,2016-04-10,Sunderland,Leicester,away,Leicester,Sunderland,94,2,0,0,2,2,0,W,False
402,2015,2016-04-10,Tottenham,Manchester United,home,Tottenham,Manchester United,73,2,0,3,0,3,0,W,True
403,2015,2016-04-10,Liverpool,Stoke,home,Liverpool,Stoke,49,3,1,4,1,4,1,W,True
405,2015,2016-04-16,Norwich,Sunderland,away,Sunderland,Norwich,52,2,0,0,3,3,0,W,False
408,2015,2016-04-16,Newcastle United,Swansea,home,Newcastle United,Swansea,81,2,0,3,0,3,0,W,True
410,2015,2016-04-16,Chelsea,Manchester City,away,Manchester City,Chelsea,53,2,0,0,3,3,0,W,False
412,2015,2016-04-17,Bournemouth,Liverpool,away,Liverpool,Bournemouth,46,2,0,1,2,2,1,W,False
414,2015,2016-04-18,Stoke,Tottenham,away,Tottenham,Stoke,66,2,0,0,4,4,0,W,False
416,2015,2016-04-20,West Ham,Watford,home,West Ham,Watford,44,2,0,3,1,3,1,W,True
417,2015,2016-04-20,Manchester United,Crystal Palace,home,Manchester United,Crystal Palace,54,2,0,2,0,2,0,W,True
418,2015,2016-04-20,Liverpool,Everton,home,Liverpool,Everton,46,2,0,4,0,4,0,W,True
419,2015,2016-04-21,Arsenal,West Bromwich Albion,home,Arsenal,West Bromwich Albion,37,2,0,2,0,2,0,W,True
420,2015,2016-04-23,Manchester City,Stoke,home,Manchester City,Stoke,42,2,0,4,0,4,0,W,True
421,2015,2016-04-23,Aston Villa,Southampton,away,Southampton,Aston Villa,38,2,0,2,4,4,2,W,False
422,2015,2016-04-23,Bournemouth,Chelsea,away,Chelsea,Bournemouth,33,2,0,1,4,4,1,W,False
423,2015,2016-04-23,Liverpool,Newcastle United,home,Liverpool,Newcastle United,29,2,0,2,2,2,2,D,True
425,2015,2016-04-24,Leicester,Swansea,home,Leicester,Swansea,29,2,0,4,0,4,0,W,True
431,2015,2016-04-30,West Bromwich Albion,West Ham,away,West Ham,West Bromwich Albion,46,2,0,0,3,3,0,W,False
433,2015,2016-05-01,Swansea,Liverpool,home,Swansea,Liverpool,32,2,0,3,1,3,1,W,True
435,2015,2016-05-01,Southampton,Manchester City,home,Southampton,Manchester City,27,2,0,4,2,4,2,W,True
436,2015,2016-05-02,Chelsea,Tottenham,away,Tottenham,Chelsea,43,2,0,2,2,2,2,D,False
439,2015,2016-05-07,West Ham,Swansea,away,Swansea,West Ham,30,2,0,1,4,4,1,W,False
443,2015,2016-05-07,Leicester,Everton,home,Leicester,Everton,32,2,0,3,1,3,1,W,True
445,2015,2016-05-08,Liverpool,Watford,home,Liverpool,Watford,75,2,0,2,0,2,0,W,True
448,2015,2016-05-11,Norwich,Watford,home,Norwich,Watford,36,3,1,4,2,4,2,W,True
449,2015,2016-05-11,Sunderland,Everton,home,Sunderland,Everton,41,2,0,3,0,3,0,W,True
451,2015,2016-05-15,Arsenal,Aston Villa,home,Arsenal,Aston Villa,77,2,0,4,0,4,0,W,True
453,2015,2016-05-15,Everton,Norwich,home,Everton,Norwich,43,2,0,3,0,3,0,W,True
454,2015,2016-05-15,Newcastle United,Tottenham,home,Newcastle United,Tottenham,38,2,0,5,1,5,1,W,True
455,2015,2016-05-15,Southampton,Crystal Palace,home,Southampton,Crystal Palace,60,2,0,4,1,4,1,W,True
460,2015,2016-05-17,Manchester United,Bournemouth,home,Manchester United,Bournemouth,73,2,0,3,1,3,1,W,True
468,2016,2016-08-14,Bournemouth,Manchester United,away,Manchester United,Bournemouth,58,2,0,1,3,3,1,W,False
469,2016,2016-08-14,Arsenal,Liverpool,away,Liverpool,Arsenal,55,3,1,3,4,4,3,W,False
471,2016,2016-08-19,Manchester United,Southampton,home,Manchester United,Southampton,51,2,0,2,0,2,0,W,True
472,2016,2016-08-20,Stoke,Manchester City,away,Manchester City,Stoke,35,2,0,1,4,4,1,W,False
473,2016,2016-08-20,Burnley,Liverpool,home,Burnley,Liverpool,36,2,0,2,0,2,0,W,True
474,2016,2016-08-20,Swansea,Hull,away,Hull,Swansea,91,2,0,0,2,2,0,W,False
479,2016,2016-08-21,Sunderland,Middlesbrough,away,Middlesbrough,Sunderland,44,2,0,1,2,2,1,W,False
482,2016,2016-08-27,Watford,Arsenal,away,Arsenal,Watford,39,2,0,1,3,3,1,W,False
483,2016,2016-08-27,Leicester,Swansea,home,Leicester,Swansea,51,2,0,2,1,2,1,W,True
485,2016,2016-08-27,Chelsea,Burnley,home,Chelsea,Burnley,40,2,0,3,0,3,0,W,True
490,2016,2016-08-28,Manchester City,West Ham,home,Manchester City,West Ham,17,2,0,3,1,3,1,W,True
491,2016,2016-09-10,Manchester United,Manchester City,away,Manchester City,Manchester United,35,2,0,1,2,2,1,W,False
493,2016,2016-09-10,Stoke,Tottenham,away,Tottenham,Stoke,55,2,0,0,4,4,0,W,False
497,2016,2016-09-10,West Ham,Watford,home,West Ham,Watford,32,2,0,2,4,2,4,L,True
497,2016,2016-09-10,West Ham,Watford,away,Watford,West Ham,62,4,2,2,4,4,2,W,False
498,2016,2016-09-10,Liverpool,Leicester,home,Liverpool,Leicester,30,2,0,4,1,4,1,W,True
500,2016,2016-09-12,Sunderland,Everton,away,Everton,Sunderland,67,2,0,0,3,3,0,W,False
501,2016,2016-09-16,Chelsea,Liverpool,away,Liverpool,Chelsea,35,2,0,1,2,2,1,W,False
502,2016,2016-09-17,Hull,Arsenal,away,Arsenal,Hull,54,2,0,1,4,4,1,W,False
503,2016,2016-09-17,Leicester,Burnley,home,Leicester,Burnley,47,2,0,3,0,3,0,W,True
504,2016,2016-09-17,Manchester City,Bournemouth,home,Manchester City,Bournemouth,24,2,0,4,0,4,0,W,True
505,2016,2016-09-17,West Bromwich Albion,West Ham,home,West Bromwich Albion,West Ham,36,2,0,4,2,4,2,W,True
506,2016,2016-09-17,Everton,Middlesbrough,home,Everton,Middlesbrough,45,3,1,3,1,3,1,W,True
507,2016,2016-09-18,Watford,Manchester United,home,Watford,Manchester United,94,3,1,3,1,3,1,W,True
508,2016,2016-09-18,Crystal Palace,Stoke,home,Crystal Palace,Stoke,11,2,0,4,1,4,1,W,True
511,2016,2016-09-24,Manchester United,Leicester,home,Manchester United,Leicester,36,2,0,4,1,4,1,W,True
512,2016,2016-09-24,Middlesbrough,Tottenham,away,Tottenham,Middlesbrough,22,2,0,1,2,2,1,W,False
514,2016,2016-09-24,Sunderland,Crystal Palace,home,Sunderland,Crystal Palace,59,2,0,2,3,2,3,L,True
515,2016,2016-09-24,Swansea,Manchester City,away,Manchester City,Swansea,76,3,1,1,3,3,1,W,False
516,2016,2016-09-24,Liverpool,Hull,home,Liverpool,Hull,29,2,0,5,1,5,1,W,True
518,2016,2016-09-24,Arsenal,Chelsea,home,Arsenal,Chelsea,13,2,0,3,0,3,0,W,True
519,2016,2016-09-25,West Ham,Southampton,away,Southampton,West Ham,61,2,0,0,3,3,0,W,False
520,2016,2016-09-26,Burnley,Watford,home,Burnley,Watford,49,2,0,2,0,2,0,W,True
524,2016,2016-10-01,Hull,Chelsea,away,Chelsea,Hull,66,2,0,0,2,2,0,W,False
529,2016,2016-10-02,Tottenham,Manchester City,home,Tottenham,Manchester City,36,2,0,2,0,2,0,W,True
531,2016,2016-10-15,Chelsea,Leicester,home,Chelsea,Leicester,32,2,0,3,0,3,0,W,True
532,2016,2016-10-15,Arsenal,Swansea,home,Arsenal,Swansea,32,2,0,3,2,3,2,W,True
533,2016,2016-10-15,Bournemouth,Hull,home,Bournemouth,Hull,44,3,1,6,1,6,1,W,True
535,2016,2016-10-15,Stoke,Sunderland,home,Stoke,Sunderland,45,2,0,2,0,2,0,W,True
539,2016,2016-10-16,Southampton,Burnley,home,Southampton,Burnley,59,2,0,3,1,3,1,W,True
544,2016,2016-10-22,Leicester,Crystal Palace,home,Leicester,Crystal Palace,62,2,0,3,1,3,1,W,True
545,2016,2016-10-22,Hull,Stoke,away,Stoke,Hull,49,2,0,0,2,2,0,W,False
548,2016,2016-10-22,Liverpool,West Bromwich Albion,home,Liverpool,West Bromwich Albion,34,2,0,2,1,2,1,W,True
550,2016,2016-10-23,Chelsea,Manchester United,home,Chelsea,Manchester United,20,2,0,4,0,4,0,W,True
2677,2016,2016-10-29,Sunderland,Arsenal,away,Arsenal,Sunderland,75,3,1,1,4,4,1,W,False
2680,2016,2016-10-29,West Bromwich Albion,Manchester City,away,Manchester City,West Bromwich Albion,27,2,0,0,4,4,0,W,False
2681,2016,2016-10-29,Middlesbrough,Bournemouth,home,Middlesbrough,Bournemouth,55,2,0,2,0,2,0,W,True
2683,2016,2016-10-29,Crystal Palace,Liverpool,away,Liverpool,Crystal Palace,70,4,2,2,4,4,2,W,False
2684,2016,2016-10-30,Everton,West Ham,home,Everton,West Ham,75,2,0,2,0,2,0,W,True
2685,2016,2016-10-30,Southampton,Chelsea,away,Chelsea,Southampton,54,2,0,0,2,2,0,W,False
2686,2016,2016-11-01,Stoke,Swansea,home,Stoke,Swansea,72,3,1,3,1,3,1,W,True
2688,2016,2016-11-05,Burnley,Crystal Palace,home,Burnley,Crystal Palace,13,2,0,3,2,3,2,W,True
2691,2016,2016-11-05,Chelsea,Everton,home,Chelsea,Everton,19,2,0,5,0,5,0,W,True
2693,2016,2016-11-06,Liverpool,Watford,home,Liverpool,Watford,29,2,0,6,1,6,1,W,True
2695,2016,2016-11-06,Swansea,Manchester United,away,Manchester United,Swansea,20,2,0,1,3,3,1,W,False
2700,2016,2016-11-19,Sunderland,Hull,home,Sunderland,Hull,61,2,0,3,0,3,0,W,True
2701,2016,2016-11-19,Watford,Leicester,home,Watford,Leicester,11,2,0,2,1,2,1,W,True
2706,2016,2016-11-22,West Bromwich Albion,Burnley,home,West Bromwich Albion,Burnley,15,2,0,4,0,4,0,W,True
2709,2016,2016-11-26,Swansea,Crystal Palace,home,Swansea,Crystal Palace,67,3,1,5,4,5,4,W,True
2710,2016,2016-11-26,Liverpool,Sunderland,home,Liverpool,Sunderland,90,2,0,2,0,2,0,W,True
2714,2016,2016-11-27,Arsenal,Bournemouth,home,Arsenal,Bournemouth,90,3,1,3,1,3,1,W,True
3105,2016,2016-12-03,Manchester City,Chelsea,away,Chelsea,Manchester City,89,3,1,1,3,3,1,W,False
3106,2016,2016-12-03,Crystal Palace,Southampton,home,Crystal Palace,Southampton,35,2,0,3,0,3,0,W,True
3107,2016,2016-12-03,Stoke,Burnley,home,Stoke,Burnley,34,2,0,2,0,2,0,W,True
3108,2016,2016-12-03,Sunderland,Leicester,home,Sunderland,Leicester,76,2,0,2,1,2,1,W,True
3109,2016,2016-12-03,Tottenham,Swansea,home,Tottenham,Swansea,45,2,0,5,0,5,0,W,True
3110,2016,2016-12-03,West Bromwich Albion,Watford,home,West Bromwich Albion,Watford,33,2,0,3,1,3,1,W,True
3111,2016,2016-12-03,West Ham,Arsenal,away,Arsenal,West Ham,71,2,0,1,5,5,1,W,False
3112,2016,2016-12-04,Bournemouth,Liverpool,away,Liverpool,Bournemouth,21,2,0,4,3,3,4,L,False
3115,2016,2016-12-10,Watford,Everton,home,Watford,Everton,63,3,1,3,2,3,2,W,True
3117,2016,2016-12-10,Swansea,Sunderland,home,Swansea,Sunderland,53,2,0,3,0,3,0,W,True
3118,2016,2016-12-10,Arsenal,Stoke,home,Arsenal,Stoke,74,3,1,3,1,3,1,W,True
3119,2016,2016-12-10,Burnley,Bournemouth,home,Burnley,Bournemouth,15,2,0,3,2,3,2,W,True
3120,2016,2016-12-10,Leicester,Manchester City,home,Leicester,Manchester City,4,2,0,4,2,4,2,W,True
3127,2016,2016-12-14,Middlesbrough,Liverpool,away,Liverpool,Middlesbrough,59,2,0,0,3,3,0,W,False
