match_id,season,date,home_team,away_team,leader,leader_team,opponent_team,minute_reached_plus2,score_at_event_leader,score_at_event_opponent,final_home_goals,final_away_goals,final_leader_goals,final_opponent_goals,result_for_leader,leader_is_home,leader_team_norm,opponent_team_norm,leader_red_cards,opponent_red_cards,leader_prematch_win_odds,opponent_prematch_win_odds,draw_odds,leader_implied_prob,strength_tier
84,2015,2015-08-08,Leicester,Sunderland,home,Leicester,Sunderland,17,2,0,4,2,4,2,W,True,Leicester City,Sunderland,0.0,0.0,1.95,4.33,3.5,0.5128205128205129,Moderate
85,2015,2015-08-08,Norwich,Crystal Palace,away,Crystal Palace,Norwich,48,2,0,1,3,3,1,W,False,Crystal Palace,Norwich City,0.0,0.0,3.0,2.55,3.3,0.3333333333333333,Underdog
88,2015,2015-08-09,Arsenal,West Ham,away,West Ham,Arsenal,56,2,0,0,2,2,0,W,False,West Ham United,Arsenal,0.0,0.0,12.0,1.29,6.0,0.08333333333333333,Underdog
90,2015,2015-08-10,West Bromwich Albion,Manchester City,away,Manchester City,West Bromwich Albion,23,2,0,0,3,3,0,W,False,Manchester City,West Bromwich Albion,0.0,0.0,1.67,5.75,4.0,0.5988023952095809,Moderate
92,2015,2015-08-15,Southampton,Everton,away,Everton,Southampton,44,2,0,0,3,3,0,W,False,Everton,Southampton,0.0,0.0,4.33,1.95,3.6,0.23094688221709006,Underdog
93,2015,2015-08-15,Sunderland,Norwich,away,Norwich,Sunderland,36,2,0,1,3,3,1,W,False,Norwich City,Sunderland,0.0,0.0,3.1,2.5,3.3,0.3225806451612903,Underdog
94,2015,2015-08-15,Swansea,Newcastle United,home,Swansea,Newcastle United,51,2,0,2,0,2,0,W,True,Swansea City,Newcastle United,0.0,1.0,1.95,4.33,3.6,0.5128205128205129,Moderate
95,2015,2015-08-15,Tottenham,Stoke,home,Tottenham,Stoke,46,2,0,2,2,2,2,D,True,Tottenham,Stoke City,0.0,0.0,1.8,5.0,3.75,0.5555555555555556,Moderate
97,2015,2015-08-15,West Ham,Leicester,away,Leicester,West Ham,37,2,0,1,2,2,1,W,False,Leicester City,West Ham United,0.0,1.0,3.4,2.25,3.5,0.29411764705882354,Underdog
99,2015,2015-08-16,Manchester City,Chelsea,home,Manchester City,Chelsea,78,2,0,3,0,3,0,W,True,Manchester City,Chelsea,0.0,0.0,2.1,3.75,3.5,0.47619047619047616,Moderate
106,2015,2015-08-22,West Ham,Bournemouth,away,Bournemouth,West Ham,27,2,0,3,4,4,3,W,False,AFC Bournemouth,West Ham United,0.0,1.0,3.2,2.38,3.4,0.3125,Underdog
107,2015,2015-08-23,West Bromwich Albion,Chelsea,away,Chelsea,West Bromwich Albion,29,2,0,2,3,3,2,W,False,Chelsea,West Bromwich Albion,1.0,0.0,1.62,6.5,4.0,0.6172839506172839,Moderate
108,2015,2015-08-23,Everton,Manchester City,away,Manchester City,Everton,87,2,0,0,2,2,0,W,False,Manchester City,Everton,0.0,0.0,1.73,5.0,4.0,0.5780346820809249,Moderate
116,2015,2015-08-29,Liverpool,West Ham,away,West Ham,Liverpool,28,2,0,0,3,3,0,W,False,West Ham United,Liverpool,1.0,1.0,9.0,1.36,5.5,0.1111111111111111,Underdog
117,2015,2015-08-29,Manchester City,Watford,home,Manchester City,Watford,55,2,0,2,0,2,0,W,True,Manchester City,Watford,0.0,0.0,1.2,15.0,8.0,0.8333333333333334,Strong Favorite
119,2015,2015-08-30,Southampton,Norwich,home,Southampton,Norwich,63,2,0,3,0,3,0,W,True,Southampton,Norwich City,0.0,1.0,2.05,4.0,3.5,0.48780487804878053,Moderate
121,2015,2015-09-12,Everton,Chelsea,home,Everton,Chelsea,21,2,0,3,1,3,1,W,True,Everton,Chelsea,0.0,0.0,4.0,2.0,3.6,0.25,Underdog
122,2015,2015-09-12,Arsenal,Stoke,home,Arsenal,Stoke,84,2,0,2,0,2,0,W,True,Arsenal,Stoke City,0.0,0.0,1.29,12.0,6.0,0.7751937984496123,Strong Favorite
126,2015,2015-09-12,Norwich,Bournemouth,home,Norwich,Bournemouth,51,2,0,3,1,3,1,W,True,Norwich City,AFC Bournemouth,0.0,0.0,2.4,3.2,3.4,0.4166666666666667,Underdog
127,2015,2015-09-12,Manchester United,Liverpool,home,Manchester United,Liverpool,69,2,0,3,1,3,1,W,True,Manchester United,Liverpool,0.0,0.0,2.0,4.33,3.4,0.5,Moderate
129,2015,2015-09-13,Leicester,Aston Villa,away,Aston Villa,Leicester,62,2,0,3,2,2,3,L,False,Aston Villa,Leicester City,0.0,0.0,4.33,1.91,3.75,0.23094688221709006,Underdog
130,2015,2015-09-14,West Ham,Newcastle United,home,West Ham,Newcastle United,47,2,0,2,0,2,0,W,True,West Ham United,Newcastle United,0.0,0.0,2.25,3.4,3.5,0.4444444444444444,Moderate
131,2015,2015-09-19,Chelsea,Arsenal,home,Chelsea,Arsenal,90,2,0,2,0,2,0,W,True,Chelsea,Arsenal,0.0,2.0,2.45,3.0,3.5,0.4081632653061224,Underdog
132,2015,2015-09-19,Newcastle United,Watford,away,Watford,Newcastle United,27,2,0,1,2,2,1,W,False,Watford,Newcastle United,0.0,0.0,3.1,2.5,3.3,0.3225806451612903,Underdog
134,2015,2015-09-19,Bournemouth,Sunderland,home,Bournemouth,Sunderland,8,2,0,2,0,2,0,W,True,AFC Bournemouth,Sunderland,0.0,1.0,1.7,5.5,4.0,0.5882352941176471,Moderate
135,2015,2015-09-19,Stoke,Leicester,home,Stoke,Leicester,19,2,0,2,2,2,2,D,True,Stoke City,Leicester City,0.0,0.0,2.5,3.0,3.4,0.4,Underdog
137,2015,2015-09-19,Manchester City,West Ham,away,West Ham,Manchester City,30,2,0,1,2,2,1,W,False,West Ham United,Manchester City,0.0,0.0,11.0,1.29,6.5,0.09090909090909091,Underdog
139,2015,2015-09-20,Southampton,Manchester United,away,Manchester United,Southampton,67,3,1,2,3,3,2,W,False,Manchester United,Southampton,0.0,0.0,2.5,3.1,3.3,0.4,Underdog
141,2015,2015-09-26,Tottenham,Manchester City,home,Tottenham,Manchester City,60,3,1,4,1,4,1,W,True,Tottenham,Manchester City,0.0,0.0,4.2,1.91,3.8,0.23809523809523808,Underdog
142,2015,2015-09-26,Southampton,Swansea,home,Southampton,Swansea,53,2,0,3,1,3,1,W,True,Southampton,Swansea City,0.0,0.0,2.05,4.2,3.4,0.48780487804878053,Moderate
144,2015,2015-09-26,Leicester,Arsenal,away,Arsenal,Leicester,56,3,1,2,5,5,2,W,False,Arsenal,Leicester City,0.0,0.0,1.8,4.5,4.0,0.5555555555555556,Moderate
145,2015,2015-09-26,Liverpool,Aston Villa,home,Liverpool,Aston Villa,58,2,0,3,2,3,2,W,True,Liverpool,Aston Villa,0.0,0.0,1.53,7.0,4.33,0.6535947712418301,Strong Favorite
146,2015,2015-09-26,Manchester United,Sunderland,home,Manchester United,Sunderland,48,2,0,3,0,3,0,W,True,Manchester United,Sunderland,0.0,0.0,1.2,16.0,7.5,0.8333333333333334,Strong Favorite
148,2015,2015-09-26,Newcastle United,Chelsea,home,Newcastle United,Chelsea,59,2,0,2,2,2,2,D,True,Newcastle United,Chelsea,0.0,0.0,6.0,1.62,4.2,0.16666666666666666,Underdog
150,2015,2015-09-28,West Bromwich Albion,Everton,home,West Bromwich Albion,Everton,53,2,0,2,3,2,3,L,True,West Bromwich Albion,Everton,0.0,0.0,3.1,2.5,3.3,0.3225806451612903,Underdog
151,2015,2015-10-03,Crystal Palace,West Bromwich Albion,home,Crystal Palace,West Bromwich Albion,88,2,0,2,0,2,0,W,True,Crystal Palace,West Bromwich Albion,0.0,0.0,1.83,5.0,3.6,0.5464480874316939,Moderate
154,2015,2015-10-03,Manchester City,Newcastle United,home,Manchester City,Newcastle United,49,3,1,6,1,6,1,W,True,Manchester City,Newcastle United,0.0,0.0,1.25,13.0,7.0,0.8,Strong Favorite
155,2015,2015-10-03,Norwich,Leicester,away,Leicester,Norwich,46,2,0,1,2,2,1,W,False,Leicester City,Norwich City,0.0,0.0,3.3,2.3,3.5,0.30303030303030304,Underdog
156,2015,2015-10-03,Sunderland,West Ham,home,Sunderland,West Ham,21,2,0,2,2,2,2,D,True,Sunderland,West Ham United,1.0,0.0,3.2,2.4,3.4,0.3125,Underdog
157,2015,2015-10-03,Chelsea,Southampton,away,Southampton,Chelsea,71,3,1,1,3,3,1,W,False,Southampton,Chelsea,0.0,0.0,4.8,1.83,3.7,0.20833333333333334,Underdog
160,2015,2015-10-04,Arsenal,Manchester United,home,Arsenal,Manchester United,6,2,0,3,0,3,0,W,True,Arsenal,Manchester United,0.0,0.0,2.0,3.8,3.8,0.5,Moderate
162,2015,2015-10-17,Southampton,Leicester,home,Southampton,Leicester,36,2,0,2,2,2,2,D,True,Southampton,Leicester City,0.0,0.0,1.75,5.0,4.0,0.5714285714285714,Moderate
164,2015,2015-10-17,Chelsea,Aston Villa,home,Chelsea,Aston Villa,53,2,0,2,0,2,0,W,True,Chelsea,Aston Villa,0.0,0.0,1.33,10.0,5.75,0.7518796992481203,Strong Favorite
165,2015,2015-10-17,Crystal Palace,West Ham,away,West Ham,Crystal Palace,93,3,1,1,3,3,1,W,False,West Ham United,Crystal Palace,0.0,1.0,4.0,2.0,3.6,0.25,Underdog
166,2015,2015-10-17,Everton,Manchester United,away,Manchester United,Everton,21,2,0,0,3,3,0,W,False,Manchester United,Everton,0.0,0.0,2.38,3.25,3.4,0.42016806722689076,Moderate
167,2015,2015-10-17,Manchester City,Bournemouth,home,Manchester City,Bournemouth,10,2,0,5,1,5,1,W,True,Manchester City,AFC Bournemouth,0.0,0.0,1.33,10.0,5.75,0.7518796992481203,Strong Favorite
168,2015,2015-10-17,Watford,Arsenal,away,Arsenal,Watford,67,2,0,0,3,3,0,W,False,Arsenal,Watford,0.0,0.0,1.62,6.0,4.2,0.6172839506172839,Moderate
169,2015,2015-10-18,Newcastle United,Norwich,home,Newcastle United,Norwich,32,3,1,6,2,6,2,W,True,Newcastle United,Norwich City,0.0,0.0,2.6,2.88,3.4,0.3846153846153846,Underdog
175,2015,2015-10-24,Stoke,Watford,away,Watford,Stoke,68,2,0,0,2,2,0,W,False,Watford,Stoke City,0.0,0.0,4.0,2.1,3.3,0.25,Underdog
176,2015,2015-10-24,Arsenal,Everton,home,Arsenal,Everton,37,2,0,2,1,2,1,W,True,Arsenal,Everton,0.0,1.0,1.44,8.0,4.75,0.6944444444444444,Strong Favorite
177,2015,2015-10-25,Sunderland,Newcastle United,home,Sunderland,Newcastle United,64,2,0,3,0,3,0,W,True,Sunderland,Newcastle United,0.0,1.0,2.6,2.9,3.4,0.3846153846153846,Underdog
178,2015,2015-10-25,Bournemouth,Tottenham,away,Tottenham,Bournemouth,29,3,1,1,5,5,1,W,False,Tottenham,AFC Bournemouth,0.0,0.0,2.25,3.4,3.5,0.4444444444444444,Moderate
181,2015,2015-10-31,Chelsea,Liverpool,away,Liverpool,Chelsea,82,3,1,1,3,3,1,W,False,Liverpool,Chelsea,0.0,0.0,3.75,2.1,3.5,0.26666666666666666,Underdog
185,2015,2015-10-31,Swansea,Arsenal,away,Arsenal,Swansea,67,2,0,0,3,3,0,W,False,Arsenal,Swansea City,0.0,0.0,1.75,5.0,4.0,0.5714285714285714,Moderate
186,2015,2015-10-31,Watford,West Ham,home,Watford,West Ham,47,2,0,2,0,2,0,W,True,Watford,West Ham United,0.0,1.0,2.6,2.9,3.4,0.3846153846153846,Underdog
187,2015,2015-10-31,West Bromwich Albion,Leicester,away,Leicester,West Bromwich Albion,76,3,1,2,3,3,2,W,False,Leicester City,West Bromwich Albion,0.0,0.0,2.6,2.9,3.4,0.3846153846153846,Underdog
188,2015,2015-11-01,Everton,Sunderland,home,Everton,Sunderland,30,2,0,6,2,6,2,W,True,Everton,Sunderland,0.0,0.0,1.5,7.5,4.5,0.6666666666666666,Strong Favorite
189,2015,2015-11-01,Southampton,Bournemouth,home,Southampton,Bournemouth,35,2,0,2,0,2,0,W,True,Southampton,AFC Bournemouth,1.0,0.0,1.55,6.5,4.33,0.6451612903225806,Strong Favorite
190,2015,2015-11-03,Tottenham,Aston Villa,home,Tottenham,Aston Villa,45,2,0,3,1,3,1,W,True,Tottenham,Aston Villa,,,,,,,
192,2015,2015-11-07,Leicester,Watford,home,Leicester,Watford,64,2,0,2,1,2,1,W,True,Leicester City,Watford,0.0,0.0,1.85,4.5,3.8,0.5405405405405405,Moderate
193,2015,2015-11-07,Manchester United,West Bromwich Albion,home,Manchester United,West Bromwich Albion,90,2,0,2,0,2,0,W,True,Manchester United,West Bromwich Albion,0.0,1.0,1.33,12.0,5.25,0.7518796992481203,Strong Favorite
202,2015,2015-11-21,Swansea,Bournemouth,away,Bournemouth,Swansea,25,2,0,2,2,2,2,D,False,AFC Bournemouth,Swansea City,0.0,0.0,4.5,1.91,3.6,0.2222222222222222,Underdog
205,2015,2015-11-21,Newcastle United,Leicester,away,Leicester,Newcastle United,61,2,0,0,3,3,0,W,False,Leicester City,Newcastle United,0.0,0.0,2.5,2.88,3.6,0.4,Underdog
206,2015,2015-11-21,Everton,Aston Villa,home,Everton,Aston Villa,27,2,0,4,0,4,0,W,True,Everton,Aston Villa,0.0,0.0,1.57,6.5,4.2,0.6369426751592356,Strong Favorite
208,2015,2015-11-21,Manchester City,Liverpool,away,Liverpool,Manchester City,22,2,0,1,4,4,1,W,False,Liverpool,Manchester City,0.0,0.0,5.5,1.7,4.0,0.18181818181818182,Underdog
209,2015,2015-11-22,Tottenham,West Ham,home,Tottenham,West Ham,32,2,0,4,1,4,1,W,True,Tottenham,West Ham United,0.0,0.0,1.57,6.5,4.2,0.6369426751592356,Strong Favorite
211,2015,2015-11-28,Sunderland,Stoke,home,Sunderland,Stoke,83,2,0,2,0,2,0,W,True,Sunderland,Stoke City,0.0,1.0,3.2,2.45,3.3,0.3125,Underdog
212,2015,2015-11-28,Aston Villa,Watford,away,Watford,Aston Villa,84,3,1,2,3,3,2,W,False,Watford,Aston Villa,0.0,0.0,2.8,2.75,3.3,0.35714285714285715,Underdog
213,2015,2015-11-28,Bournemouth,Everton,away,Everton,Bournemouth,35,2,0,3,3,3,3,D,False,Everton,AFC Bournemouth,0.0,0.0,2.5,2.9,3.6,0.4,Underdog
214,2015,2015-11-28,Crystal Palace,Newcastle United,home,Crystal Palace,Newcastle United,40,3,1,5,1,5,1,W,True,Crystal Palace,Newcastle United,0.0,0.0,1.7,5.5,3.9,0.5882352941176471,Moderate
215,2015,2015-11-28,Manchester City,Southampton,home,Manchester City,Southampton,19,2,0,3,1,3,1,W,True,Manchester City,Southampton,0.0,0.0,1.6,6.0,4.33,0.625,Strong Favorite
221,2015,2015-12-05,Stoke,Manchester City,home,Stoke,Manchester City,14,2,0,2,0,2,0,W,True,Stoke City,Manchester City,0.0,0.0,5.25,1.7,4.0,0.19047619047619047,Underdog
222,2015,2015-12-05,Swansea,Leicester,away,Leicester,Swansea,21,2,0,0,3,3,0,W,False,Leicester City,Swansea City,0.0,0.0,2.75,2.7,3.4,0.36363636363636365,Underdog
223,2015,2015-12-05,Watford,Norwich,home,Watford,Norwich,90,2,0,2,0,2,0,W,True,Watford,Norwich City,0.0,0.0,2.15,3.6,3.5,0.46511627906976744,Moderate
225,2015,2015-12-05,Arsenal,Sunderland,home,Arsenal,Sunderland,92,3,1,3,1,3,1,W,True,Arsenal,Sunderland,0.0,0.0,1.29,13.0,6.0,0.7751937984496123,Strong Favorite
229,2015,2015-12-06,Newcastle United,Liverpool,home,Newcastle United,Liverpool,92,2,0,2,0,2,0,W,True,Newcastle United,Liverpool,0.0,0.0,5.75,1.62,4.33,0.17391304347826086,Underdog
237,2015,2015-12-13,Aston Villa,Arsenal,away,Arsenal,Aston Villa,37,2,0,0,2,2,0,W,False,Arsenal,Aston Villa,0.0,0.0,1.57,6.5,4.2,0.6369426751592356,Strong Favorite
240,2015,2015-12-15,Leicester,Chelsea,home,Leicester,Chelsea,47,2,0,2,1,2,1,W,True,Leicester City,Chelsea,,,,,,,
242,2015,2015-12-19,Southampton,Tottenham,away,Tottenham,Southampton,42,2,0,0,2,2,0,W,False,Tottenham,Southampton,0.0,0.0,2.8,2.7,3.4,0.35714285714285715,Underdog
244,2015,2015-12-19,Chelsea,Sunderland,home,Chelsea,Sunderland,12,2,0,3,1,3,1,W,True,Chelsea,Sunderland,0.0,0.0,1.33,12.0,5.25,0.7518796992481203,Strong Favorite
245,2015,2015-12-19,Everton,Leicester,away,Leicester,Everton,68,3,1,2,3,3,2,W,False,Leicester City,Everton,0.0,0.0,3.6,2.1,3.75,0.2777777777777778,Underdog
246,2015,2015-12-19,Manchester United,Norwich,away,Norwich,Manchester United,53,2,0,1,2,2,1,W,False,Norwich City,Manchester United,0.0,0.0,8.5,1.45,4.5,0.11764705882352941,Underdog
248,2015,2015-12-20,Watford,Liverpool,home,Watford,Liverpool,14,2,0,3,0,3,0,W,True,Watford,Liverpool,0.0,0.0,4.2,1.95,3.6,0.23809523809523808,Underdog
250,2015,2015-12-22,Arsenal,Manchester City,home,Arsenal,Manchester City,45,2,0,2,1,2,1,W,True,Arsenal,Manchester City,,,,,,,
251,2015,2015-12-26,Stoke,Manchester United,home,Stoke,Manchester United,25,2,0,2,0,2,0,W,True,Stoke City,Manchester United,0.0,0.0,3.25,2.3,3.2,0.3076923076923077,Underdog
253,2015,2015-12-26,Tottenham,Norwich,home,Tottenham,Norwich,41,2,0,3,0,3,0,W,True,Tottenham,Norwich City,0.0,0.0,1.4,8.0,4.75,0.7142857142857143,Strong Favorite
258,2015,2015-12-26,Manchester City,Sunderland,home,Manchester City,Sunderland,16,2,0,4,1,4,1,W,True,Manchester City,Sunderland,0.0,0.0,1.2,13.0,7.0,0.8333333333333334,Strong Favorite
260,2015,2015-12-26,Southampton,Arsenal,home,Southampton,Arsenal,54,2,0,4,0,4,0,W,True,Southampton,Arsenal,0.0,0.0,3.6,2.05,3.5,0.2777777777777778,Underdog
263,2015,2015-12-28,Norwich,Aston Villa,home,Norwich,Aston Villa,86,2,0,2,0,2,0,W,True,Norwich City,Aston Villa,0.0,0.0,2.05,3.8,3.6,0.48780487804878053,Moderate
266,2015,2015-12-28,Arsenal,Bournemouth,home,Arsenal,Bournemouth,62,2,0,2,0,2,0,W,True,Arsenal,AFC Bournemouth,0.0,0.0,1.44,8.0,4.75,0.6944444444444444,Strong Favorite
271,2015,2016-01-02,West Ham,Liverpool,home,West Ham,Liverpool,54,2,0,2,0,2,0,W,True,West Ham United,Liverpool,0.0,0.0,4.0,2.05,3.5,0.25,Underdog
277,2015,2016-01-02,Sunderland,Aston Villa,home,Sunderland,Aston Villa,91,3,1,3,1,3,1,W,True,Sunderland,Aston Villa,0.0,0.0,2.5,3.2,3.25,0.4,Underdog
279,2015,2016-01-03,Crystal Palace,Chelsea,away,Chelsea,Crystal Palace,59,2,0,0,3,3,0,W,False,Chelsea,Crystal Palace,0.0,0.0,2.1,3.8,3.5,0.47619047619047616,Moderate
281,2015,2016-01-12,Newcastle United,Manchester United,away,Manchester United,Newcastle United,37,2,0,3,3,3,3,D,False,Manchester United,Newcastle United,0.0,0.0,1.8,5.0,3.7,0.5555555555555556,Moderate
283,2015,2016-01-12,Bournemouth,West Ham,away,West Ham,Bournemouth,83,3,1,1,3,3,1,W,False,West Ham United,AFC Bournemouth,0.0,0.0,4.0,2.0,3.6,0.25,Underdog
284,2015,2016-01-13,Southampton,Watford,home,Southampton,Watford,72,2,0,2,0,2,0,W,True,Southampton,Watford,0.0,0.0,1.95,4.33,3.5,0.5128205128205129,Moderate
285,2015,2016-01-13,Stoke,Norwich,home,Stoke,Norwich,77,3,1,3,1,3,1,W,True,Stoke City,Norwich City,0.0,1.0,2.05,4.2,3.3,0.48780487804878053,Moderate
286,2015,2016-01-13,Swansea,Sunderland,away,Sunderland,Swansea,84,4,2,2,4,4,2,W,False,Sunderland,Swansea City,0.0,1.0,5.25,1.8,3.6,0.19047619047619047,Underdog
291,2015,2016-01-16,Tottenham,Sunderland,home,Tottenham,Sunderland,66,3,1,4,1,4,1,W,True,Tottenham,Sunderland,0.0,0.0,1.36,9.5,5.25,0.7352941176470588,Strong Favorite
292,2015,2016-01-16,Manchester City,Crystal Palace,home,Manchester City,Crystal Palace,40,2,0,4,0,4,0,W,True,Manchester City,Crystal Palace,0.0,0.0,1.4,8.5,5.25,0.7142857142857143,Strong Favorite
293,2015,2016-01-16,Newcastle United,West Ham,home,Newcastle United,West Ham,14,2,0,2,1,2,1,W,True,Newcastle United,West Ham United,0.0,0.0,2.5,3.0,3.4,0.4,Underdog
294,2015,2016-01-16,Southampton,West Bromwich Albion,home,Southampton,West Bromwich Albion,34,2,0,3,0,3,0,W,True,Southampton,West Bromwich Albion,0.0,0.0,1.73,5.5,3.75,0.5780346820809249,Moderate
295,2015,2016-01-16,Chelsea,Everton,away,Everton,Chelsea,55,2,0,3,3,3,3,D,False,Everton,Chelsea,0.0,0.0,4.75,1.83,3.75,0.21052631578947367,Underdog
296,2015,2016-01-16,Bournemouth,Norwich,home,Bournemouth,Norwich,53,2,0,3,0,3,0,W,True,AFC Bournemouth,Norwich City,0.0,0.0,1.91,4.5,3.6,0.5235602094240838,Moderate
301,2015,2016-01-23,Norwich,Liverpool,home,Norwich,Liverpool,53,3,1,4,5,4,5,L,True,Norwich City,Liverpool,0.0,0.0,4.33,1.95,3.5,0.23094688221709006,Underdog
302,2015,2016-01-23,Crystal Palace,Tottenham,away,Tottenham,Crystal Palace,94,3,1,1,3,3,1,W,False,Tottenham,Crystal Palace,0.0,0.0,2.15,3.6,3.5,0.46511627906976744,Moderate
304,2015,2016-01-23,Leicester,Stoke,home,Leicester,Stoke,65,2,0,3,0,3,0,W,True,Leicester City,Stoke City,0.0,0.0,2.1,3.8,3.5,0.47619047619047616,Moderate
307,2015,2016-01-23,Watford,Newcastle United,home,Watford,Newcastle United,57,2,0,2,1,2,1,W,True,Watford,Newcastle United,0.0,0.0,2.05,4.0,3.5,0.48780487804878053,Moderate
312,2015,2016-02-02,Leicester,Liverpool,home,Leicester,Liverpool,70,2,0,2,0,2,0,W,True,Leicester City,Liverpool,0.0,0.0,2.63,2.88,3.4,0.3802281368821293,Underdog
313,2015,2016-02-02,Norwich,Tottenham,away,Tottenham,Norwich,29,2,0,0,3,3,0,W,False,Tottenham,Norwich City,0.0,0.0,1.85,4.5,3.75,0.5405405405405405,Moderate
315,2015,2016-02-02,West Ham,Aston Villa,home,West Ham,Aston Villa,84,2,0,2,0,2,0,W,True,West Ham United,Aston Villa,0.0,1.0,1.91,4.75,3.5,0.5235602094240838,Moderate
317,2015,2016-02-03,Manchester United,Stoke,home,Manchester United,Stoke,22,2,0,3,0,3,0,W,True,Manchester United,Stoke City,,,,,,,
319,2015,2016-02-03,Everton,Newcastle United,home,Everton,Newcastle United,87,2,0,3,0,3,0,W,True,Everton,Newcastle United,0.0,1.0,1.65,5.5,4.2,0.6060606060606061,Moderate
321,2015,2016-02-06,Manchester City,Leicester,away,Leicester,Manchester City,47,2,0,1,3,3,1,W,False,Leicester City,Manchester City,0.0,0.0,6.0,1.62,4.2,0.16666666666666666,Underdog
323,2015,2016-02-06,Stoke,Everton,away,Everton,Stoke,27,2,0,0,3,3,0,W,False,Everton,Stoke City,0.0,0.0,2.8,2.7,3.4,0.35714285714285715,Underdog
326,2015,2016-02-06,Aston Villa,Norwich,home,Aston Villa,Norwich,50,2,0,2,0,2,0,W,True,Aston Villa,Norwich City,0.0,0.0,2.45,3.3,3.2,0.4081632653061224,Underdog
327,2015,2016-02-06,Liverpool,Sunderland,home,Liverpool,Sunderland,69,2,0,2,2,2,2,D,True,Liverpool,Sunderland,0.0,0.0,1.44,8.5,4.75,0.6944444444444444,Strong Favorite
329,2015,2016-02-07,Bournemouth,Arsenal,away,Arsenal,Bournemouth,23,2,0,0,2,2,0,W,False,Arsenal,AFC Bournemouth,0.0,0.0,2.1,3.8,3.5,0.47619047619047616,Moderate
333,2015,2016-02-13,Norwich,West Ham,home,Norwich,West Ham,64,2,0,2,2,2,2,D,True,Norwich City,West Ham United,0.0,0.0,2.38,3.25,3.4,0.42016806722689076,Moderate
336,2015,2016-02-13,Bournemouth,Stoke,away,Stoke,Bournemouth,51,2,0,1,3,3,1,W,False,Stoke City,AFC Bournemouth,0.0,0.0,4.1,2.05,3.4,0.24390243902439027,Underdog
337,2015,2016-02-13,Chelsea,Newcastle United,home,Chelsea,Newcastle United,8,2,0,5,1,5,1,W,True,Chelsea,Newcastle United,1.0,0.0,1.44,8.0,4.75,0.6944444444444444,Strong Favorite
339,2015,2016-02-14,Aston Villa,Liverpool,away,Liverpool,Aston Villa,24,2,0,0,6,6,0,W,False,Liverpool,Aston Villa,0.0,0.0,1.85,4.75,3.6,0.5405405405405405,Moderate
345,2015,2016-02-27,Stoke,Aston Villa,home,Stoke,Aston Villa,55,2,0,2,1,2,1,W,True,Stoke City,Aston Villa,0.0,0.0,1.62,5.5,3.75,0.6172839506172839,Moderate
346,2015,2016-02-27,West Bromwich Albion,Crystal Palace,home,West Bromwich Albion,Crystal Palace,19,2,0,3,2,3,2,W,True,West Bromwich Albion,Crystal Palace,0.0,0.0,2.6,2.8,3.1,0.3846153846153846,Underdog
348,2015,2016-02-28,Manchester United,Arsenal,home,Manchester United,Arsenal,31,2,0,3,2,3,2,W,True,Manchester United,Arsenal,0.0,0.0,3.0,2.38,3.25,0.3333333333333333,Underdog
349,2015,2016-03-01,Aston Villa,Everton,away,Everton,Aston Villa,29,2,0,1,3,3,1,W,False,Everton,Aston Villa,0.0,0.0,1.91,4.5,3.6,0.5235602094240838,Moderate
350,2015,2016-03-01,Bournemouth,Southampton,home,Bournemouth,Southampton,78,2,0,2,0,2,0,W,True,AFC Bournemouth,Southampton,0.0,0.0,2.9,2.7,3.25,0.3448275862068966,Underdog
353,2015,2016-03-01,Norwich,Chelsea,away,Chelsea,Norwich,45,2,0,1,2,2,1,W,False,Chelsea,Norwich City,0.0,0.0,1.7,5.25,4.0,0.5882352941176471,Moderate
357,2015,2016-03-03,Liverpool,Manchester City,home,Liverpool,Manchester City,40,2,0,3,0,3,0,W,True,Liverpool,Manchester City,,,,,,,
363,2015,2016-03-05,Everton,West Ham,home,Everton,West Ham,55,2,0,2,3,2,3,L,True,Everton,West Ham United,1.0,0.0,1.73,5.0,4.0,0.5780346820809249,Moderate
364,2015,2016-03-05,Manchester City,Aston Villa,home,Manchester City,Aston Villa,49,2,0,4,0,4,0,W,True,Manchester City,Aston Villa,0.0,0.0,1.22,15.0,7.0,0.819672131147541,Strong Favorite
365,2015,2016-03-05,Newcastle United,Bournemouth,away,Bournemouth,Newcastle United,69,2,0,1,3,3,1,W,False,AFC Bournemouth,Newcastle United,0.0,0.0,2.88,2.63,3.4,0.3472222222222222,Underdog
370,2015,2016-03-12,Stoke,Southampton,away,Southampton,Stoke,29,2,0,1,2,2,1,W,False,Southampton,Stoke City,1.0,0.0,2.9,2.7,3.2,0.3448275862068966,Underdog
372,2015,2016-03-13,Aston Villa,Tottenham,away,Tottenham,Aston Villa,47,2,0,0,2,2,0,W,False,Tottenham,Aston Villa,0.0,0.0,1.5,7.5,4.5,0.6666666666666666,Strong Favorite
374,2015,2016-03-19,Everton,Arsenal,away,Arsenal,Everton,41,2,0,0,2,2,0,W,False,Arsenal,Everton,0.0,0.0,2.7,2.7,3.5,0.37037037037037035,Underdog
377,2015,2016-03-19,Watford,Stoke,away,Stoke,Watford,50,2,0,1,2,2,1,W,False,Stoke City,Watford,0.0,0.0,3.3,2.4,3.25,0.30303030303030304,Underdog
380,2015,2016-03-20,Southampton,Liverpool,away,Liverpool,Southampton,21,2,0,3,2,2,3,L,False,Liverpool,Southampton,0.0,0.0,2.88,2.63,3.4,0.3472222222222222,Underdog
