event_id,match_key,season_key,leader_team_key,opponent_team_key,bucket_key,minute_reached_plus2,stoppage_flag,leader_is_home,score_at_event_leader,score_at_event_opponent,score_at_event_display,final_leader_goals,final_opponent_goals,result_for_leader,is_win,is_draw,is_loss,points_earned,points_dropped,leader_red_cards,opponent_red_cards,leader_prematch_win_odds,opponent_prematch_win_odds,draw_odds,leader_implied_prob,strength_tier
11760_Wolverhampton Wanderers,11760,2019-2020,Wolverhampton Wanderers,Aston Villa,76-90+,83,False,True,2,0,2-0,2,1,W,1,0,0,3,0,0,0,1.9,4.24,3.6,0.5263157894736842,Moderate
11761_Manchester United,11761,2019-2020,Manchester United,Brighton,16-30,18,False,True,2,0,2-0,3,1,W,1,0,0,3,0,0,0,1.67,5.82,3.67,0.5988023952095809,Moderate
11762_Leicester City,11762,2019-2020,Leicester City,Arsenal,61-75,74,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,1.99,3.62,3.78,0.5025125628140703,Moderate
11764_Aston Villa,11764,2019-2020,Aston Villa,Newcastle United,31-45+,35,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,2.11,3.55,3.46,0.4739336492890995,Moderate
11765_Wolverhampton Wanderers,11765,2019-2020,Wolverhampton Wanderers,AFC Bournemouth,16-30,30,False,False,2,0,2-0,2,1,W,1,0,0,3,0,0,1,2.59,2.82,3.3,0.3861003861003861,Underdog
11766_Leicester City,11766,2019-2020,Leicester City,Brighton,76-90+,81,False,False,2,0,2-0,2,0,W,1,0,0,3,0,0,0,2.04,3.69,3.53,0.4901960784313725,Moderate
11768_Norwich City,11768,2019-2020,Norwich City,Everton,76-90+,91,True,False,2,0,2-0,2,0,W,1,0,0,3,0,0,0,7.73,1.4,5.0,0.129366106080207,Underdog
11770_Sheffield United,11770,2019-2020,Sheffield United,Manchester United,46-60,51,False,True,2,0,2-0,3,3,D,0,1,0,1,2,0,0,3.55,2.18,3.28,0.2816901408450704,Underdog
11771_Burnley,11771,2019-2020,Burnley,Watford,76-90+,81,False,False,2,0,2-0,3,0,W,1,0,0,3,0,0,0,3.2,2.33,3.31,0.3125,Underdog
11772_Tottenham,11772,2019-2020,Tottenham,West Ham United,31-45+,42,False,False,2,0,2-0,3,2,W,1,0,0,3,0,0,0,1.75,4.32,4.14,0.5714285714285714,Moderate
11773_Crystal Palace,11773,2019-2020,Crystal Palace,Burnley,76-90+,77,False,False,2,0,2-0,2,0,W,1,0,0,3,0,0,0,3.3,2.31,3.26,0.303030303030303,Underdog
11776_Liverpool,11776,2019-2020,Liverpool,Brighton,16-30,23,False,True,2,0,2-0,2,1,W,1,0,0,3,0,1,0,1.21,14.67,6.85,0.8264462809917356,Strong Favorite
11779_Tottenham,11779,2019-2020,Tottenham,AFC Bournemouth,31-45+,49,False,True,2,0,2-0,3,2,W,1,0,0,3,0,0,0,1.38,7.86,5.19,0.7246376811594204,Strong Favorite
11784_Manchester City,11784,2019-2020,Manchester City,Burnley,31-45+,49,False,False,2,0,2-0,4,1,W,1,0,0,3,0,0,0,1.25,11.59,6.41,0.8,Strong Favorite
11785_Leicester City,11785,2019-2020,Leicester City,Watford,76-90+,94,True,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,1.36,8.81,5.13,0.7352941176470588,Strong Favorite
11786_Newcastle United,11786,2019-2020,Newcastle United,Sheffield United,61-75,69,False,False,2,0,2-0,2,0,W,1,0,0,3,0,0,0,4.62,1.86,3.45,0.2164502164502164,Underdog
11787_Wolverhampton Wanderers,11787,2019-2020,Wolverhampton Wanderers,West Ham United,76-90+,85,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,1.77,4.74,3.73,0.5649717514124294,Moderate
11790_Southampton,11790,2019-2020,Southampton,Norwich City,31-45+,42,False,True,2,0,2-0,2,1,W,1,0,0,3,0,0,0,1.78,4.35,3.99,0.5617977528089888,Moderate
11792_Liverpool,11792,2019-2020,Liverpool,Everton,16-30,16,False,True,2,0,2-0,5,2,W,1,0,0,3,0,0,0,1.39,8.28,4.99,0.7194244604316548,Strong Favorite
11793_Leicester City,11793,2019-2020,Leicester City,Aston Villa,31-45+,40,False,False,2,0,2-0,4,1,W,1,0,0,3,0,0,0,1.82,4.27,3.88,0.5494505494505494,Moderate
11794_Liverpool,11794,2019-2020,Liverpool,AFC Bournemouth,31-45+,43,False,False,2,0,2-0,3,0,W,1,0,0,3,0,0,0,1.42,7.01,5.03,0.7042253521126761,Strong Favorite
11796_Everton,11796,2019-2020,Everton,Chelsea,31-45+,48,False,True,2,0,2-0,3,1,W,1,0,0,3,0,0,0,3.52,2.02,3.8,0.2840909090909091,Underdog
11797_Manchester United,11797,2019-2020,Manchester United,Manchester City,16-30,28,False,False,2,0,2-0,2,1,W,1,0,0,3,0,0,0,9.9,1.31,5.67,0.101010101010101,Underdog
11800_Tottenham,11800,2019-2020,Tottenham,Burnley,0-15,8,False,True,2,0,2-0,5,0,W,1,0,0,3,0,0,0,1.41,7.98,4.82,0.7092198581560284,Strong Favorite
11802_Arsenal,11802,2019-2020,Arsenal,West Ham United,61-75,68,False,False,3,1,3-1,3,1,W,1,0,0,3,0,0,0,1.98,3.43,4.02,0.5050505050505051,Moderate
11803_Manchester City,11803,2019-2020,Manchester City,Arsenal,0-15,14,False,False,2,0,2-0,3,0,W,1,0,0,3,0,0,0,1.45,6.03,5.33,0.6896551724137931,Strong Favorite
11808_Liverpool,11808,2019-2020,Liverpool,Watford,76-90+,89,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,1.17,16.32,7.72,0.8547008547008548,Strong Favorite
11810_Sheffield United,11810,2019-2020,Sheffield United,Aston Villa,61-75,72,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,1.86,4.17,3.75,0.5376344086021505,Moderate
11813_Southampton,11813,2019-2020,Southampton,Aston Villa,16-30,30,False,False,2,0,2-0,3,1,W,1,0,0,3,0,0,0,2.87,2.43,3.54,0.3484320557491289,Underdog
11817_Manchester City,11817,2019-2020,Manchester City,Leicester City,61-75,68,False,True,3,1,3-1,3,1,W,1,0,0,3,0,0,0,1.37,7.72,5.41,0.7299270072992701,Strong Favorite
11820_Chelsea,11820,2019-2020,Chelsea,Tottenham,31-45+,48,False,False,2,0,2-0,2,0,W,1,0,0,3,0,0,1,2.88,2.37,3.65,0.3472222222222222,Underdog
11821_Watford,11821,2019-2020,Watford,Manchester United,46-60,53,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,4.39,1.8,3.89,0.2277904328018223,Underdog
11822_Liverpool,11822,2019-2020,Liverpool,West Ham United,46-60,51,False,False,2,0,2-0,2,0,W,1,0,0,3,0,0,0,1.33,8.76,5.55,0.7518796992481203,Strong Favorite
11825_Southampton,11825,2019-2020,Southampton,Chelsea,61-75,72,False,False,2,0,2-0,2,0,W,1,0,0,3,0,0,0,8.58,1.35,5.31,0.1165501165501165,Underdog
11828_Liverpool,11828,2019-2020,Liverpool,Leicester City,61-75,70,False,False,2,0,2-0,4,0,W,1,0,0,3,0,0,0,2.08,3.38,3.72,0.4807692307692307,Moderate
11829_Manchester United,11829,2019-2020,Manchester United,Newcastle United,31-45+,40,False,True,3,1,3-1,4,1,W,1,0,0,3,0,0,0,1.35,9.18,5.19,0.7407407407407407,Strong Favorite
11832_Manchester City,11832,2019-2020,Manchester City,Wolverhampton Wanderers,31-45+,49,False,False,2,0,2-0,2,3,L,0,0,1,0,3,1,0,1.4,7.73,4.95,0.7142857142857143,Strong Favorite
11834_Brighton,11834,2019-2020,Brighton,AFC Bournemouth,76-90+,78,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,1.79,4.43,3.85,0.5586592178770949,Moderate
11835_Manchester United,11835,2019-2020,Manchester United,Burnley,76-90+,94,True,False,2,0,2-0,2,0,W,1,0,0,3,0,0,0,1.85,4.31,3.7,0.5405405405405405,Moderate
11837_Manchester City,11837,2019-2020,Manchester City,Sheffield United,76-90+,81,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,1.18,14.91,7.62,0.8474576271186441,Strong Favorite
11841_Watford,11841,2019-2020,Watford,Aston Villa,61-75,66,False,True,2,0,2-0,3,0,W,1,0,0,3,0,1,0,1.99,3.65,3.77,0.5025125628140703,Moderate
11843_West Ham United,11843,2019-2020,West Ham United,AFC Bournemouth,16-30,25,False,True,2,0,2-0,4,0,W,1,0,0,3,0,0,0,1.95,3.68,3.84,0.5128205128205129,Moderate
11844_Arsenal,11844,2019-2020,Arsenal,Manchester United,31-45+,41,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,2.58,2.61,3.64,0.3875968992248061,Underdog
11846_Aston Villa,11846,2019-2020,Aston Villa,Burnley,31-45+,40,False,False,2,0,2-0,2,1,W,1,0,0,3,0,0,0,4.37,1.81,3.81,0.22883295194508,Underdog
11847_Liverpool,11847,2019-2020,Liverpool,Sheffield United,61-75,63,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,1.23,13.64,6.32,0.8130081300813008,Strong Favorite
11848_Manchester City,11848,2019-2020,Manchester City,Everton,46-60,57,False,True,2,0,2-0,2,1,W,1,0,0,3,0,0,0,1.27,10.49,6.19,0.7874015748031495,Strong Favorite
11849_Leicester City,11849,2019-2020,Leicester City,Newcastle United,31-45+,38,False,False,2,0,2-0,3,0,W,1,0,0,3,0,0,0,1.67,5.26,3.9,0.5988023952095809,Moderate
11852_Watford,11852,2019-2020,Watford,Wolverhampton Wanderers,31-45+,48,False,True,2,0,2-0,2,1,W,1,0,0,3,0,1,0,3.16,2.32,3.37,0.3164556962025316,Underdog
11856_Manchester City,11856,2019-2020,Manchester City,Aston Villa,16-30,23,False,False,2,0,2-0,6,1,W,1,0,0,3,0,0,0,1.17,14.5,8.39,0.8547008547008548,Strong Favorite
11857_Watford,11857,2019-2020,Watford,AFC Bournemouth,61-75,64,False,False,2,0,2-0,3,0,W,1,0,0,3,0,0,0,2.75,2.61,3.37,0.3636363636363636,Underdog
11858_Chelsea,11858,2019-2020,Chelsea,Burnley,31-45+,37,False,True,2,0,2-0,3,0,W,1,0,0,3,0,0,0,1.29,11.06,5.61,0.7751937984496123,Strong Favorite
11862_Manchester United,11862,2019-2020,Manchester United,Norwich City,46-60,51,False,True,2,0,2-0,4,0,W,1,0,0,3,0,0,0,1.36,8.82,5.16,0.7352941176470588,Strong Favorite
11865_Liverpool,11865,2019-2020,Liverpool,Manchester United,76-90+,92,True,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,1.37,8.31,5.12,0.7299270072992701,Strong Favorite
11870_Southampton,11870,2019-2020,Southampton,Wolverhampton Wanderers,31-45+,34,False,True,2,0,2-0,2,3,L,0,0,1,0,3,0,0,2.39,3.05,3.37,0.4184100418410041,Moderate
11876_Leicester City,11876,2019-2020,Leicester City,West Ham United,31-45+,49,False,True,2,0,2-0,4,1,W,1,0,0,3,0,0,0,1.53,5.97,4.49,0.6535947712418301,Strong Favorite
11877_Everton,11877,2019-2020,Everton,Newcastle United,46-60,53,False,True,2,0,2-0,2,2,D,0,1,0,1,2,0,0,1.6,6.06,3.99,0.625,Strong Favorite
11878_AFC Bournemouth,11878,2019-2020,AFC Bournemouth,Brighton,31-45+,40,False,True,2,0,2-0,3,1,W,1,0,0,3,0,0,0,2.94,2.47,3.35,0.3401360544217687,Underdog
11879_Burnley,11879,2019-2020,Burnley,Manchester United,46-60,55,False,False,2,0,2-0,2,0,W,1,0,0,3,0,0,0,8.43,1.41,4.65,0.1186239620403321,Underdog
11882_Southampton,11882,2019-2020,Southampton,Crystal Palace,31-45+,47,False,False,2,0,2-0,2,0,W,1,0,0,3,0,0,0,2.72,2.73,3.26,0.3676470588235294,Underdog
11883_AFC Bournemouth,11883,2019-2020,AFC Bournemouth,Aston Villa,31-45+,43,False,True,2,0,2-0,2,1,W,1,0,0,3,0,1,0,2.13,3.39,3.57,0.4694835680751174,Moderate
11887_Liverpool,11887,2019-2020,Liverpool,Southampton,46-60,59,False,True,2,0,2-0,4,0,W,1,0,0,3,0,0,0,1.28,10.73,5.86,0.78125,Strong Favorite
11890_Tottenham,11890,2019-2020,Tottenham,Manchester City,61-75,70,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,1,5.64,1.56,4.45,0.1773049645390071,Underdog
11891_Watford,11891,2019-2020,Watford,Everton,31-45+,41,False,True,2,0,2-0,2,3,L,0,0,1,0,3,0,1,2.75,2.64,3.31,0.3636363636363636,Underdog
11892_West Ham United,11892,2019-2020,West Ham United,Brighton,31-45+,44,False,True,2,0,2-0,3,3,D,0,1,0,1,2,0,0,2.56,2.8,3.37,0.390625,Underdog
11893_Arsenal,11893,2019-2020,Arsenal,Newcastle United,46-60,56,False,True,2,0,2-0,4,0,W,1,0,0,3,0,0,0,1.43,7.72,4.6,0.6993006993006994,Strong Favorite
11896_Manchester United,11896,2019-2020,Manchester United,Chelsea,61-75,65,False,False,2,0,2-0,2,0,W,1,0,0,3,0,0,0,4.35,1.86,3.6,0.2298850574712644,Underdog
11897_Everton,11897,2019-2020,Everton,Crystal Palace,76-90+,87,False,True,3,1,3-1,3,1,W,1,0,0,3,0,0,0,1.63,6.02,3.77,0.6134969325153374,Moderate
11898_Manchester City,11898,2019-2020,Manchester City,West Ham United,61-75,61,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,1.13,18.28,9.37,0.8849557522123894,Strong Favorite
11903_Arsenal,11903,2019-2020,Arsenal,Everton,31-45+,45,False,True,3,1,3-1,3,2,W,1,0,0,3,0,0,0,2.04,3.63,3.6,0.4901960784313725,Moderate
11906_Chelsea,11906,2019-2020,Chelsea,Tottenham,31-45+,47,False,True,2,0,2-0,2,1,W,1,0,0,3,0,0,0,1.73,4.72,3.94,0.5780346820809249,Moderate
11907_Burnley,11907,2019-2020,Burnley,AFC Bournemouth,46-60,60,False,True,2,0,2-0,3,0,W,1,0,0,3,0,0,0,2.15,3.65,3.28,0.4651162790697674,Moderate
11908_Southampton,11908,2019-2020,Southampton,Aston Villa,76-90+,94,True,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,1.64,5.1,4.23,0.6097560975609756,Moderate
11910_Manchester United,11910,2019-2020,Manchester United,Watford,46-60,57,False,True,2,0,2-0,3,0,W,1,0,0,3,0,0,0,1.6,5.98,3.97,0.625,Strong Favorite
11912_Wolverhampton Wanderers,11912,2019-2020,Wolverhampton Wanderers,Norwich City,16-30,29,False,True,2,0,2-0,3,0,W,1,0,0,3,0,0,0,1.52,6.55,4.27,0.6578947368421053,Strong Favorite
11917_Manchester City,11917,2019-2020,Manchester City,Arsenal,46-60,50,False,True,2,0,2-0,3,0,W,1,0,0,3,0,0,1,1.35,8.11,5.5,0.7407407407407407,Strong Favorite
11921_Watford,11921,2019-2020,Watford,Liverpool,46-60,59,False,True,2,0,2-0,3,0,W,1,0,0,3,0,0,0,7.52,1.42,4.84,0.1329787234042553,Underdog
11922_West Ham United,11922,2019-2020,West Ham United,Southampton,46-60,53,False,True,3,1,3-1,3,1,W,1,0,0,3,0,0,0,2.71,2.55,3.54,0.3690036900369003,Underdog
11925_Chelsea,11925,2019-2020,Chelsea,Everton,16-30,20,False,True,2,0,2-0,4,0,W,1,0,0,3,0,0,0,1.87,4.2,3.74,0.53475935828877,Moderate
11927_Leicester City,11927,2019-2020,Leicester City,Aston Villa,61-75,62,False,True,2,0,2-0,4,0,W,1,0,0,3,0,0,0,1.38,8.05,5.12,0.7246376811594204,Strong Favorite
11932_Manchester United,11932,2019-2020,Manchester United,Manchester City,76-90+,95,True,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,5.04,1.64,4.28,0.1984126984126984,Underdog
11934_Wolverhampton Wanderers,11934,2019-2020,Wolverhampton Wanderers,West Ham United,76-90+,83,False,False,2,0,2-0,2,0,W,1,0,0,3,0,0,0,2.15,3.57,3.36,0.4651162790697674,Moderate
11937_Southampton,11937,2019-2020,Southampton,Norwich City,46-60,53,False,False,2,0,2-0,3,0,W,1,0,0,3,0,0,0,2.53,2.84,3.4,0.3952569169960475,Underdog
11938_Newcastle United,11938,2019-2020,Newcastle United,Sheffield United,61-75,68,False,True,2,0,2-0,3,0,W,1,0,0,3,0,0,1,3.31,2.38,3.1,0.3021148036253776,Underdog
11939_Manchester City,11939,2019-2020,Manchester City,Burnley,31-45+,42,False,True,2,0,2-0,5,0,W,1,0,0,3,0,0,0,1.13,19.85,8.97,0.8849557522123894,Strong Favorite
11942_Crystal Palace,11942,2019-2020,Crystal Palace,AFC Bournemouth,16-30,22,False,False,2,0,2-0,2,0,W,1,0,0,3,0,0,0,2.98,2.51,3.24,0.3355704697986577,Underdog
11944_Tottenham,11944,2019-2020,Tottenham,West Ham United,76-90+,81,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,1.67,5.21,4.01,0.5988023952095809,Moderate
11950_Manchester United,11950,2019-2020,Manchester United,Sheffield United,31-45+,43,False,True,2,0,2-0,3,0,W,1,0,0,3,0,0,0,1.43,8.62,4.39,0.6993006993006994,Strong Favorite
11951_Liverpool,11951,2019-2020,Liverpool,Crystal Palace,31-45+,43,False,True,2,0,2-0,4,0,W,1,0,0,3,0,0,0,1.24,13.09,6.13,0.8064516129032259,Strong Favorite
11952_Arsenal,11952,2019-2020,Arsenal,Southampton,76-90+,86,False,False,2,0,2-0,2,0,W,1,0,0,3,0,0,1,2.65,2.64,3.47,0.3773584905660377,Underdog
11953_Arsenal,11953,2019-2020,Arsenal,Norwich City,31-45+,36,False,True,2,0,2-0,4,0,W,1,0,0,3,0,0,0,1.44,7.23,4.69,0.6944444444444444,Strong Favorite
11955_Newcastle United,11955,2019-2020,Newcastle United,AFC Bournemouth,16-30,29,False,False,2,0,2-0,4,1,W,1,0,0,3,0,0,0,3.21,2.4,3.16,0.3115264797507788,Underdog
11956_Manchester United,11956,2019-2020,Manchester United,Brighton,16-30,28,False,False,2,0,2-0,3,0,W,1,0,0,3,0,0,0,1.61,6.31,3.85,0.6211180124223602,Moderate
11958_Everton,11958,2019-2020,Everton,Leicester City,0-15,15,False,True,2,0,2-0,2,1,W,1,0,0,3,0,0,0,2.54,2.9,3.28,0.3937007874015747,Underdog
11959_Manchester City,11959,2019-2020,Manchester City,Liverpool,31-45+,34,False,True,2,0,2-0,4,0,W,1,0,0,3,0,0,0,2.07,3.32,3.85,0.4830917874396135,Moderate
11960_Sheffield United,11960,2019-2020,Sheffield United,Tottenham,61-75,68,False,True,2,0,2-0,3,1,W,1,0,0,3,0,0,0,4.1,1.98,3.41,0.2439024390243902,Underdog
11961_Southampton,11961,2019-2020,Southampton,Watford,61-75,69,False,False,2,0,2-0,3,1,W,1,0,0,3,0,0,0,2.92,2.49,3.32,0.3424657534246575,Underdog
11964_Chelsea,11964,2019-2020,Chelsea,Watford,31-45+,42,False,True,2,0,2-0,3,0,W,1,0,0,3,0,0,0,1.43,7.96,4.61,0.6993006993006994,Strong Favorite
11965_Leicester City,11965,2019-2020,Leicester City,Crystal Palace,76-90+,76,False,True,2,0,2-0,3,0,W,1,0,0,3,0,0,0,1.68,5.84,3.63,0.5952380952380952,Moderate
11966_Liverpool,11966,2019-2020,Liverpool,Aston Villa,76-90+,88,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,1.35,8.4,5.45,0.7407407407407407,Strong Favorite
11967_Manchester United,11967,2019-2020,Manchester United,AFC Bournemouth,31-45+,46,False,True,3,1,3-1,5,2,W,1,0,0,3,0,0,0,1.17,17.41,7.46,0.8547008547008548,Strong Favorite
11972_Arsenal,11972,2019-2020,Arsenal,Wolverhampton Wanderers,76-90+,85,False,False,2,0,2-0,2,0,W,1,0,0,3,0,0,0,3.32,2.27,3.3,0.3012048192771084,Underdog
11974_Manchester United,11974,2019-2020,Manchester United,Aston Villa,31-45+,49,False,False,2,0,2-0,3,0,W,1,0,0,3,0,0,0,1.35,9.26,5.15,0.7407407407407407,Strong Favorite
11976_Liverpool,11976,2019-2020,Liverpool,Brighton,0-15,7,False,False,2,0,2-0,3,1,W,1,0,0,3,0,0,0,1.56,5.99,4.26,0.641025641025641,Strong Favorite
11977_Chelsea,11977,2019-2020,Chelsea,Crystal Palace,16-30,26,False,False,2,0,2-0,3,2,W,1,0,0,3,0,0,0,1.43,8.43,4.5,0.6993006993006994,Strong Favorite
11979_Manchester City,11979,2019-2020,Manchester City,Newcastle United,16-30,20,False,True,2,0,2-0,5,0,W,1,0,0,3,0,0,0,1.13,22.2,9.15,0.8849557522123894,Strong Favorite
11983_Aston Villa,11983,2019-2020,Aston Villa,Crystal Palace,46-60,58,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,1,2.29,3.24,3.35,0.4366812227074236,Moderate
11984_AFC Bournemouth,11984,2019-2020,AFC Bournemouth,Leicester City,76-90+,82,False,True,3,1,3-1,4,1,W,1,0,0,3,0,0,1,5.14,1.7,3.82,0.1945525291828793,Underdog
11985_Manchester City,11985,2019-2020,Manchester City,Brighton,31-45+,43,False,False,2,0,2-0,5,0,W,1,0,0,3,0,0,0,1.31,9.95,5.62,0.7633587786259541,Strong Favorite
11988_West Ham United,11988,2019-2020,West Ham United,Norwich City,31-45+,45,False,False,2,0,2-0,4,0,W,1,0,0,3,0,0,0,1.99,3.76,3.65,0.5025125628140703,Moderate
11989_Sheffield United,11989,2019-2020,Sheffield United,Chelsea,31-45+,32,False,True,2,0,2-0,3,0,W,1,0,0,3,0,0,0,6.07,1.6,3.93,0.1647446457990115,Underdog
11992_Wolverhampton Wanderers,11992,2019-2020,Wolverhampton Wanderers,Everton,31-45+,46,False,True,2,0,2-0,3,0,W,1,0,0,3,0,0,0,2.06,4.01,3.25,0.4854368932038835,Moderate
11996_Manchester United,11996,2019-2020,Manchester United,Crystal Palace,76-90+,77,False,False,2,0,2-0,2,0,W,1,0,0,3,0,0,0,1.35,9.84,5.0,0.7407407407407407,Strong Favorite
11998_Leicester City,11998,2019-2020,Leicester City,Sheffield United,76-90+,78,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,2.02,4.01,3.34,0.495049504950495,Moderate
11999_Manchester City,11999,2019-2020,Manchester City,AFC Bournemouth,31-45+,38,False,True,2,0,2-0,2,1,W,1,0,0,3,0,0,0,1.15,16.72,8.68,0.8695652173913044,Strong Favorite
12000_Tottenham,12000,2019-2020,Tottenham,Newcastle United,76-90+,89,False,False,3,1,3-1,3,1,W,1,0,0,3,0,0,0,1.79,4.56,3.77,0.5586592178770949,Moderate
12001_West Ham United,12001,2019-2020,West Ham United,Watford,0-15,9,False,True,2,0,2-0,3,1,W,1,0,0,3,0,0,0,2.42,3.31,3.04,0.4132231404958678,Underdog
12004_Southampton,12004,2019-2020,Southampton,AFC Bournemouth,76-90+,97,True,False,2,0,2-0,2,0,W,1,0,0,3,0,0,0,2.84,2.39,3.65,0.352112676056338,Underdog
12006_Liverpool,12006,2019-2020,Liverpool,Chelsea,31-45+,37,False,True,2,0,2-0,5,3,W,1,0,0,3,0,0,0,2.04,3.51,3.7,0.4901960784313725,Moderate
12008_Burnley,12008,2019-2020,Burnley,Norwich City,76-90+,79,False,False,2,0,2-0,2,0,W,1,0,0,3,0,0,2,2.25,3.32,3.33,0.4444444444444444,Moderate
12010_Tottenham,12010,2019-2020,Tottenham,Leicester City,31-45+,36,False,True,2,0,2-0,3,0,W,1,0,0,3,0,0,0,2.32,3.11,3.42,0.4310344827586207,Moderate
12011_Manchester City,12011,2019-2020,Manchester City,Watford,31-45+,39,False,False,2,0,2-0,4,0,W,1,0,0,3,0,0,0,1.33,8.62,5.6,0.7518796992481203,Strong Favorite
12012_Wolverhampton Wanderers,12012,2019-2020,Wolverhampton Wanderers,Crystal Palace,61-75,67,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,1.5,7.72,4.03,0.6666666666666666,Strong Favorite
12014_Arsenal,12014,2019-2020,Arsenal,Watford,16-30,23,False,True,2,0,2-0,3,2,W,1,0,0,3,0,0,0,1.93,3.72,3.89,0.5181347150259068,Moderate
12015_Southampton,12015,2019-2020,Southampton,Sheffield United,76-90+,83,False,True,3,1,3-1,3,1,W,1,0,0,3,0,0,0,2.18,3.34,3.47,0.4587155963302752,Moderate
12016_Liverpool,12016,2019-2020,Liverpool,Newcastle United,76-90+,88,False,False,3,1,3-1,3,1,W,1,0,0,3,0,0,0,1.4,7.6,4.99,0.7142857142857143,Strong Favorite
12017_Manchester City,12017,2019-2020,Manchester City,Norwich City,31-45+,45,False,True,2,0,2-0,5,0,W,1,0,0,3,0,0,0,1.07,30.42,12.8,0.9345794392523364,Strong Favorite
12018_Manchester United,12018,2019-2020,Manchester United,Leicester City,76-90+,97,True,False,2,0,2-0,2,0,W,1,0,0,3,0,0,1,2.24,3.17,3.49,0.4464285714285714,Moderate
12019_AFC Bournemouth,12019,2019-2020,AFC Bournemouth,Everton,76-90+,79,False,False,3,1,3-1,3,1,W,1,0,0,3,0,0,0,2.98,2.24,3.78,0.3355704697986577,Underdog
12021_Chelsea,12021,2019-2020,Chelsea,Wolverhampton Wanderers,31-45+,48,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,1.84,4.23,3.76,0.5434782608695652,Moderate
14086_Arsenal,14086,2020-2021,Arsenal,Fulham,31-45+,48,False,False,2,0,2-0,3,0,W,1,0,0,3,0,0,0,1.55,5.94,4.34,0.6451612903225806,Strong Favorite
14089_Manchester City,14089,2020-2021,Manchester City,Aston Villa,76-90+,89,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,1.25,11.36,6.21,0.8,Strong Favorite
14091_Newcastle United,14091,2020-2021,Newcastle United,West Ham United,76-90+,86,False,False,2,0,2-0,2,0,W,1,0,0,3,0,0,0,3.42,2.15,3.48,0.2923976608187134,Underdog
14092_Leicester City,14092,2020-2021,Leicester City,West Bromwich Albion,61-75,73,False,False,2,0,2-0,3,0,W,1,0,0,3,0,0,0,1.97,3.87,3.57,0.5076142131979695,Moderate
14094_Wolverhampton Wanderers,14094,2020-2021,Wolverhampton Wanderers,Sheffield United,0-15,5,False,False,2,0,2-0,2,0,W,1,0,0,3,0,0,0,2.41,3.36,3.0,0.4149377593360995,Underdog
14095_Chelsea,14095,2020-2021,Chelsea,Brighton,61-75,65,False,False,3,1,3-1,3,1,W,1,0,0,3,0,0,0,1.65,5.12,4.13,0.6060606060606061,Moderate
14096_Everton,14096,2020-2021,Everton,West Bromwich Albion,61-75,61,False,True,4,2,4-2,5,2,W,1,0,0,3,0,0,1,1.54,6.3,4.25,0.6493506493506493,Strong Favorite
14097_Leeds United,14097,2020-2021,Leeds United,Fulham,31-45+,49,False,True,3,1,3-1,4,3,W,1,0,0,3,0,0,0,1.64,5.5,3.97,0.6097560975609756,Moderate
14098_Crystal Palace,14098,2020-2021,Crystal Palace,Manchester United,61-75,73,False,False,2,0,2-0,3,1,W,1,0,0,3,0,0,0,9.56,1.32,5.57,0.104602510460251,Underdog
14100_Tottenham,14100,2020-2021,Tottenham,Southampton,61-75,63,False,False,3,1,3-1,5,2,W,1,0,0,3,0,0,0,2.37,3.1,3.35,0.4219409282700421,Moderate
14101_Brighton,14101,2020-2021,Brighton,Newcastle United,0-15,6,False,False,2,0,2-0,3,0,W,1,0,0,3,0,1,0,2.82,2.68,3.15,0.3546099290780142,Underdog
14102_Liverpool,14102,2020-2021,Liverpool,Chelsea,46-60,53,False,False,2,0,2-0,2,0,W,1,0,0,3,0,0,1,2.18,3.15,3.72,0.4587155963302752,Moderate
14103_Leicester City,14103,2020-2021,Leicester City,Burnley,46-60,60,False,True,3,1,3-1,4,2,W,1,0,0,3,0,0,0,1.63,5.64,3.98,0.6134969325153374,Moderate
