event_id,match_key,season_key,leader_team_key,opponent_team_key,bucket_key,minute_reached_plus2,stoppage_flag,leader_is_home,score_at_event_leader,score_at_event_opponent,score_at_event_display,final_leader_goals,final_opponent_goals,result_for_leader,is_win,is_draw,is_loss,points_earned,points_dropped,leader_red_cards,opponent_red_cards,leader_prematch_win_odds,opponent_prematch_win_odds,draw_odds,leader_implied_prob,strength_tier
84_Leicester City,84,2015-2016,Leicester City,Sunderland,16-30,17,False,True,2,0,2-0,4,2,W,1,0,0,3,0,0,0,1.95,4.33,3.5,0.5128205128205129,Moderate
85_Crystal Palace,85,2015-2016,Crystal Palace,Norwich City,31-45+,48,False,False,2,0,2-0,3,1,W,1,0,0,3,0,0,0,3.0,2.55,3.3,0.3333333333333333,Underdog
88_West Ham United,88,2015-2016,West Ham United,Arsenal,46-60,56,False,False,2,0,2-0,2,0,W,1,0,0,3,0,0,0,12.0,1.29,6.0,0.0833333333333333,Underdog
90_Manchester City,90,2015-2016,Manchester City,West Bromwich Albion,16-30,23,False,False,2,0,2-0,3,0,W,1,0,0,3,0,0,0,1.67,5.75,4.0,0.5988023952095809,Moderate
92_Everton,92,2015-2016,Everton,Southampton,31-45+,44,False,False,2,0,2-0,3,0,W,1,0,0,3,0,0,0,4.33,1.95,3.6,0.23094688221709,Underdog
93_Norwich City,93,2015-2016,Norwich City,Sunderland,31-45+,36,False,False,2,0,2-0,3,1,W,1,0,0,3,0,0,0,3.1,2.5,3.3,0.3225806451612903,Underdog
94_Swansea City,94,2015-2016,Swansea City,Newcastle United,46-60,51,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,1,1.95,4.33,3.6,0.5128205128205129,Moderate
95_Tottenham,95,2015-2016,Tottenham,Stoke City,31-45+,46,False,True,2,0,2-0,2,2,D,0,1,0,1,2,0,0,1.8,5.0,3.75,0.5555555555555556,Moderate
97_Leicester City,97,2015-2016,Leicester City,West Ham United,31-45+,37,False,False,2,0,2-0,2,1,W,1,0,0,3,0,0,1,3.4,2.25,3.5,0.2941176470588235,Underdog
99_Manchester City,99,2015-2016,Manchester City,Chelsea,76-90+,78,False,True,2,0,2-0,3,0,W,1,0,0,3,0,0,0,2.1,3.75,3.5,0.4761904761904761,Moderate
106_AFC Bournemouth,106,2015-2016,AFC Bournemouth,West Ham United,16-30,27,False,False,2,0,2-0,4,3,W,1,0,0,3,0,0,1,3.2,2.38,3.4,0.3125,Underdog
107_Chelsea,107,2015-2016,Chelsea,West Bromwich Albion,16-30,29,False,False,2,0,2-0,3,2,W,1,0,0,3,0,1,0,1.62,6.5,4.0,0.6172839506172839,Moderate
108_Manchester City,108,2015-2016,Manchester City,Everton,76-90+,87,False,False,2,0,2-0,2,0,W,1,0,0,3,0,0,0,1.73,5.0,4.0,0.5780346820809249,Moderate
116_West Ham United,116,2015-2016,West Ham United,Liverpool,16-30,28,False,False,2,0,2-0,3,0,W,1,0,0,3,0,1,1,9.0,1.36,5.5,0.1111111111111111,Underdog
117_Manchester City,117,2015-2016,Manchester City,Watford,46-60,55,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,1.2,15.0,8.0,0.8333333333333334,Strong Favorite
119_Southampton,119,2015-2016,Southampton,Norwich City,61-75,63,False,True,2,0,2-0,3,0,W,1,0,0,3,0,0,1,2.05,4.0,3.5,0.4878048780487805,Moderate
121_Everton,121,2015-2016,Everton,Chelsea,16-30,21,False,True,2,0,2-0,3,1,W,1,0,0,3,0,0,0,4.0,2.0,3.6,0.25,Underdog
122_Arsenal,122,2015-2016,Arsenal,Stoke City,76-90+,84,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,1.29,12.0,6.0,0.7751937984496123,Strong Favorite
126_Norwich City,126,2015-2016,Norwich City,AFC Bournemouth,46-60,51,False,True,2,0,2-0,3,1,W,1,0,0,3,0,0,0,2.4,3.2,3.4,0.4166666666666667,Underdog
127_Manchester United,127,2015-2016,Manchester United,Liverpool,61-75,69,False,True,2,0,2-0,3,1,W,1,0,0,3,0,0,0,2.0,4.33,3.4,0.5,Moderate
129_Aston Villa,129,2015-2016,Aston Villa,Leicester City,61-75,62,False,False,2,0,2-0,2,3,L,0,0,1,0,3,0,0,4.33,1.91,3.75,0.23094688221709,Underdog
130_West Ham United,130,2015-2016,West Ham United,Newcastle United,31-45+,47,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,2.25,3.4,3.5,0.4444444444444444,Moderate
131_Chelsea,131,2015-2016,Chelsea,Arsenal,76-90+,90,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,2,2.45,3.0,3.5,0.4081632653061224,Underdog
132_Watford,132,2015-2016,Watford,Newcastle United,16-30,27,False,False,2,0,2-0,2,1,W,1,0,0,3,0,0,0,3.1,2.5,3.3,0.3225806451612903,Underdog
134_AFC Bournemouth,134,2015-2016,AFC Bournemouth,Sunderland,0-15,8,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,1,1.7,5.5,4.0,0.5882352941176471,Moderate
135_Stoke City,135,2015-2016,Stoke City,Leicester City,16-30,19,False,True,2,0,2-0,2,2,D,0,1,0,1,2,0,0,2.5,3.0,3.4,0.4,Underdog
137_West Ham United,137,2015-2016,West Ham United,Manchester City,16-30,30,False,False,2,0,2-0,2,1,W,1,0,0,3,0,0,0,11.0,1.29,6.5,0.0909090909090909,Underdog
139_Manchester United,139,2015-2016,Manchester United,Southampton,61-75,67,False,False,3,1,3-1,3,2,W,1,0,0,3,0,0,0,2.5,3.1,3.3,0.4,Underdog
141_Tottenham,141,2015-2016,Tottenham,Manchester City,46-60,60,False,True,3,1,3-1,4,1,W,1,0,0,3,0,0,0,4.2,1.91,3.8,0.238095238095238,Underdog
142_Southampton,142,2015-2016,Southampton,Swansea City,46-60,53,False,True,2,0,2-0,3,1,W,1,0,0,3,0,0,0,2.05,4.2,3.4,0.4878048780487805,Moderate
144_Arsenal,144,2015-2016,Arsenal,Leicester City,46-60,56,False,False,3,1,3-1,5,2,W,1,0,0,3,0,0,0,1.8,4.5,4.0,0.5555555555555556,Moderate
145_Liverpool,145,2015-2016,Liverpool,Aston Villa,46-60,58,False,True,2,0,2-0,3,2,W,1,0,0,3,0,0,0,1.53,7.0,4.33,0.6535947712418301,Strong Favorite
146_Manchester United,146,2015-2016,Manchester United,Sunderland,31-45+,48,False,True,2,0,2-0,3,0,W,1,0,0,3,0,0,0,1.2,16.0,7.5,0.8333333333333334,Strong Favorite
148_Newcastle United,148,2015-2016,Newcastle United,Chelsea,46-60,59,False,True,2,0,2-0,2,2,D,0,1,0,1,2,0,0,6.0,1.62,4.2,0.1666666666666666,Underdog
150_West Bromwich Albion,150,2015-2016,West Bromwich Albion,Everton,46-60,53,False,True,2,0,2-0,2,3,L,0,0,1,0,3,0,0,3.1,2.5,3.3,0.3225806451612903,Underdog
151_Crystal Palace,151,2015-2016,Crystal Palace,West Bromwich Albion,76-90+,88,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,1.83,5.0,3.6,0.5464480874316939,Moderate
154_Manchester City,154,2015-2016,Manchester City,Newcastle United,31-45+,49,False,True,3,1,3-1,6,1,W,1,0,0,3,0,0,0,1.25,13.0,7.0,0.8,Strong Favorite
155_Leicester City,155,2015-2016,Leicester City,Norwich City,31-45+,46,False,False,2,0,2-0,2,1,W,1,0,0,3,0,0,0,3.3,2.3,3.5,0.303030303030303,Underdog
156_Sunderland,156,2015-2016,Sunderland,West Ham United,16-30,21,False,True,2,0,2-0,2,2,D,0,1,0,1,2,1,0,3.2,2.4,3.4,0.3125,Underdog
157_Southampton,157,2015-2016,Southampton,Chelsea,61-75,71,False,False,3,1,3-1,3,1,W,1,0,0,3,0,0,0,4.8,1.83,3.7,0.2083333333333333,Underdog
160_Arsenal,160,2015-2016,Arsenal,Manchester United,0-15,6,False,True,2,0,2-0,3,0,W,1,0,0,3,0,0,0,2.0,3.8,3.8,0.5,Moderate
162_Southampton,162,2015-2016,Southampton,Leicester City,31-45+,36,False,True,2,0,2-0,2,2,D,0,1,0,1,2,0,0,1.75,5.0,4.0,0.5714285714285714,Moderate
164_Chelsea,164,2015-2016,Chelsea,Aston Villa,46-60,53,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,1.33,10.0,5.75,0.7518796992481203,Strong Favorite
165_West Ham United,165,2015-2016,West Ham United,Crystal Palace,76-90+,93,True,False,3,1,3-1,3,1,W,1,0,0,3,0,0,1,4.0,2.0,3.6,0.25,Underdog
166_Manchester United,166,2015-2016,Manchester United,Everton,16-30,21,False,False,2,0,2-0,3,0,W,1,0,0,3,0,0,0,2.38,3.25,3.4,0.4201680672268907,Moderate
167_Manchester City,167,2015-2016,Manchester City,AFC Bournemouth,0-15,10,False,True,2,0,2-0,5,1,W,1,0,0,3,0,0,0,1.33,10.0,5.75,0.7518796992481203,Strong Favorite
168_Arsenal,168,2015-2016,Arsenal,Watford,61-75,67,False,False,2,0,2-0,3,0,W,1,0,0,3,0,0,0,1.62,6.0,4.2,0.6172839506172839,Moderate
169_Newcastle United,169,2015-2016,Newcastle United,Norwich City,31-45+,32,False,True,3,1,3-1,6,2,W,1,0,0,3,0,0,0,2.6,2.88,3.4,0.3846153846153846,Underdog
175_Watford,175,2015-2016,Watford,Stoke City,61-75,68,False,False,2,0,2-0,2,0,W,1,0,0,3,0,0,0,4.0,2.1,3.3,0.25,Underdog
176_Arsenal,176,2015-2016,Arsenal,Everton,31-45+,37,False,True,2,0,2-0,2,1,W,1,0,0,3,0,0,1,1.44,8.0,4.75,0.6944444444444444,Strong Favorite
177_Sunderland,177,2015-2016,Sunderland,Newcastle United,61-75,64,False,True,2,0,2-0,3,0,W,1,0,0,3,0,0,1,2.6,2.9,3.4,0.3846153846153846,Underdog
178_Tottenham,178,2015-2016,Tottenham,AFC Bournemouth,16-30,29,False,False,3,1,3-1,5,1,W,1,0,0,3,0,0,0,2.25,3.4,3.5,0.4444444444444444,Moderate
181_Liverpool,181,2015-2016,Liverpool,Chelsea,76-90+,82,False,False,3,1,3-1,3,1,W,1,0,0,3,0,0,0,3.75,2.1,3.5,0.2666666666666666,Underdog
185_Arsenal,185,2015-2016,Arsenal,Swansea City,61-75,67,False,False,2,0,2-0,3,0,W,1,0,0,3,0,0,0,1.75,5.0,4.0,0.5714285714285714,Moderate
186_Watford,186,2015-2016,Watford,West Ham United,31-45+,47,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,1,2.6,2.9,3.4,0.3846153846153846,Underdog
187_Leicester City,187,2015-2016,Leicester City,West Bromwich Albion,76-90+,76,False,False,3,1,3-1,3,2,W,1,0,0,3,0,0,0,2.6,2.9,3.4,0.3846153846153846,Underdog
188_Everton,188,2015-2016,Everton,Sunderland,16-30,30,False,True,2,0,2-0,6,2,W,1,0,0,3,0,0,0,1.5,7.5,4.5,0.6666666666666666,Strong Favorite
189_Southampton,189,2015-2016,Southampton,AFC Bournemouth,31-45+,35,False,True,2,0,2-0,2,0,W,1,0,0,3,0,1,0,1.55,6.5,4.33,0.6451612903225806,Strong Favorite
190_Tottenham,190,2015-2016,Tottenham,Aston Villa,31-45+,45,False,True,2,0,2-0,3,1,W,1,0,0,3,0,,,,,,,
192_Leicester City,192,2015-2016,Leicester City,Watford,61-75,64,False,True,2,0,2-0,2,1,W,1,0,0,3,0,0,0,1.85,4.5,3.8,0.5405405405405405,Moderate
193_Manchester United,193,2015-2016,Manchester United,West Bromwich Albion,76-90+,90,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,1,1.33,12.0,5.25,0.7518796992481203,Strong Favorite
202_AFC Bournemouth,202,2015-2016,AFC Bournemouth,Swansea City,16-30,25,False,False,2,0,2-0,2,2,D,0,1,0,1,2,0,0,4.5,1.91,3.6,0.2222222222222222,Underdog
205_Leicester City,205,2015-2016,Leicester City,Newcastle United,61-75,61,False,False,2,0,2-0,3,0,W,1,0,0,3,0,0,0,2.5,2.88,3.6,0.4,Underdog
206_Everton,206,2015-2016,Everton,Aston Villa,16-30,27,False,True,2,0,2-0,4,0,W,1,0,0,3,0,0,0,1.57,6.5,4.2,0.6369426751592356,Strong Favorite
208_Liverpool,208,2015-2016,Liverpool,Manchester City,16-30,22,False,False,2,0,2-0,4,1,W,1,0,0,3,0,0,0,5.5,1.7,4.0,0.1818181818181818,Underdog
209_Tottenham,209,2015-2016,Tottenham,West Ham United,31-45+,32,False,True,2,0,2-0,4,1,W,1,0,0,3,0,0,0,1.57,6.5,4.2,0.6369426751592356,Strong Favorite
211_Sunderland,211,2015-2016,Sunderland,Stoke City,76-90+,83,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,1,3.2,2.45,3.3,0.3125,Underdog
212_Watford,212,2015-2016,Watford,Aston Villa,76-90+,84,False,False,3,1,3-1,3,2,W,1,0,0,3,0,0,0,2.8,2.75,3.3,0.3571428571428571,Underdog
213_Everton,213,2015-2016,Everton,AFC Bournemouth,31-45+,35,False,False,2,0,2-0,3,3,D,0,1,0,1,2,0,0,2.5,2.9,3.6,0.4,Underdog
214_Crystal Palace,214,2015-2016,Crystal Palace,Newcastle United,31-45+,40,False,True,3,1,3-1,5,1,W,1,0,0,3,0,0,0,1.7,5.5,3.9,0.5882352941176471,Moderate
215_Manchester City,215,2015-2016,Manchester City,Southampton,16-30,19,False,True,2,0,2-0,3,1,W,1,0,0,3,0,0,0,1.6,6.0,4.33,0.625,Strong Favorite
221_Stoke City,221,2015-2016,Stoke City,Manchester City,0-15,14,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,5.25,1.7,4.0,0.1904761904761904,Underdog
222_Leicester City,222,2015-2016,Leicester City,Swansea City,16-30,21,False,False,2,0,2-0,3,0,W,1,0,0,3,0,0,0,2.75,2.7,3.4,0.3636363636363636,Underdog
223_Watford,223,2015-2016,Watford,Norwich City,76-90+,90,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,2.15,3.6,3.5,0.4651162790697674,Moderate
225_Arsenal,225,2015-2016,Arsenal,Sunderland,76-90+,92,True,True,3,1,3-1,3,1,W,1,0,0,3,0,0,0,1.29,13.0,6.0,0.7751937984496123,Strong Favorite
229_Newcastle United,229,2015-2016,Newcastle United,Liverpool,76-90+,92,True,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,5.75,1.62,4.33,0.1739130434782608,Underdog
237_Arsenal,237,2015-2016,Arsenal,Aston Villa,31-45+,37,False,False,2,0,2-0,2,0,W,1,0,0,3,0,0,0,1.57,6.5,4.2,0.6369426751592356,Strong Favorite
240_Leicester City,240,2015-2016,Leicester City,Chelsea,31-45+,47,False,True,2,0,2-0,2,1,W,1,0,0,3,0,,,,,,,
242_Tottenham,242,2015-2016,Tottenham,Southampton,31-45+,42,False,False,2,0,2-0,2,0,W,1,0,0,3,0,0,0,2.8,2.7,3.4,0.3571428571428571,Underdog
244_Chelsea,244,2015-2016,Chelsea,Sunderland,0-15,12,False,True,2,0,2-0,3,1,W,1,0,0,3,0,0,0,1.33,12.0,5.25,0.7518796992481203,Strong Favorite
245_Leicester City,245,2015-2016,Leicester City,Everton,61-75,68,False,False,3,1,3-1,3,2,W,1,0,0,3,0,0,0,3.6,2.1,3.75,0.2777777777777778,Underdog
246_Norwich City,246,2015-2016,Norwich City,Manchester United,46-60,53,False,False,2,0,2-0,2,1,W,1,0,0,3,0,0,0,8.5,1.45,4.5,0.1176470588235294,Underdog
248_Watford,248,2015-2016,Watford,Liverpool,0-15,14,False,True,2,0,2-0,3,0,W,1,0,0,3,0,0,0,4.2,1.95,3.6,0.238095238095238,Underdog
250_Arsenal,250,2015-2016,Arsenal,Manchester City,31-45+,45,False,True,2,0,2-0,2,1,W,1,0,0,3,0,,,,,,,
251_Stoke City,251,2015-2016,Stoke City,Manchester United,16-30,25,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,3.25,2.3,3.2,0.3076923076923077,Underdog
253_Tottenham,253,2015-2016,Tottenham,Norwich City,31-45+,41,False,True,2,0,2-0,3,0,W,1,0,0,3,0,0,0,1.4,8.0,4.75,0.7142857142857143,Strong Favorite
258_Manchester City,258,2015-2016,Manchester City,Sunderland,16-30,16,False,True,2,0,2-0,4,1,W,1,0,0,3,0,0,0,1.2,13.0,7.0,0.8333333333333334,Strong Favorite
260_Southampton,260,2015-2016,Southampton,Arsenal,46-60,54,False,True,2,0,2-0,4,0,W,1,0,0,3,0,0,0,3.6,2.05,3.5,0.2777777777777778,Underdog
263_Norwich City,263,2015-2016,Norwich City,Aston Villa,76-90+,86,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,2.05,3.8,3.6,0.4878048780487805,Moderate
266_Arsenal,266,2015-2016,Arsenal,AFC Bournemouth,61-75,62,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,1.44,8.0,4.75,0.6944444444444444,Strong Favorite
271_West Ham United,271,2015-2016,West Ham United,Liverpool,46-60,54,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,4.0,2.05,3.5,0.25,Underdog
277_Sunderland,277,2015-2016,Sunderland,Aston Villa,76-90+,91,True,True,3,1,3-1,3,1,W,1,0,0,3,0,0,0,2.5,3.2,3.25,0.4,Underdog
279_Chelsea,279,2015-2016,Chelsea,Crystal Palace,46-60,59,False,False,2,0,2-0,3,0,W,1,0,0,3,0,0,0,2.1,3.8,3.5,0.4761904761904761,Moderate
281_Manchester United,281,2015-2016,Manchester United,Newcastle United,31-45+,37,False,False,2,0,2-0,3,3,D,0,1,0,1,2,0,0,1.8,5.0,3.7,0.5555555555555556,Moderate
283_West Ham United,283,2015-2016,West Ham United,AFC Bournemouth,76-90+,83,False,False,3,1,3-1,3,1,W,1,0,0,3,0,0,0,4.0,2.0,3.6,0.25,Underdog
284_Southampton,284,2015-2016,Southampton,Watford,61-75,72,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,1.95,4.33,3.5,0.5128205128205129,Moderate
285_Stoke City,285,2015-2016,Stoke City,Norwich City,76-90+,77,False,True,3,1,3-1,3,1,W,1,0,0,3,0,0,1,2.05,4.2,3.3,0.4878048780487805,Moderate
286_Sunderland,286,2015-2016,Sunderland,Swansea City,76-90+,84,False,False,4,2,4-2,4,2,W,1,0,0,3,0,0,1,5.25,1.8,3.6,0.1904761904761904,Underdog
291_Tottenham,291,2015-2016,Tottenham,Sunderland,61-75,66,False,True,3,1,3-1,4,1,W,1,0,0,3,0,0,0,1.36,9.5,5.25,0.7352941176470588,Strong Favorite
292_Manchester City,292,2015-2016,Manchester City,Crystal Palace,31-45+,40,False,True,2,0,2-0,4,0,W,1,0,0,3,0,0,0,1.4,8.5,5.25,0.7142857142857143,Strong Favorite
293_Newcastle United,293,2015-2016,Newcastle United,West Ham United,0-15,14,False,True,2,0,2-0,2,1,W,1,0,0,3,0,0,0,2.5,3.0,3.4,0.4,Underdog
294_Southampton,294,2015-2016,Southampton,West Bromwich Albion,31-45+,34,False,True,2,0,2-0,3,0,W,1,0,0,3,0,0,0,1.73,5.5,3.75,0.5780346820809249,Moderate
295_Everton,295,2015-2016,Everton,Chelsea,46-60,55,False,False,2,0,2-0,3,3,D,0,1,0,1,2,0,0,4.75,1.83,3.75,0.2105263157894736,Underdog
296_AFC Bournemouth,296,2015-2016,AFC Bournemouth,Norwich City,46-60,53,False,True,2,0,2-0,3,0,W,1,0,0,3,0,0,0,1.91,4.5,3.6,0.5235602094240838,Moderate
301_Norwich City,301,2015-2016,Norwich City,Liverpool,46-60,53,False,True,3,1,3-1,4,5,L,0,0,1,0,3,0,0,4.33,1.95,3.5,0.23094688221709,Underdog
302_Tottenham,302,2015-2016,Tottenham,Crystal Palace,76-90+,94,True,False,3,1,3-1,3,1,W,1,0,0,3,0,0,0,2.15,3.6,3.5,0.4651162790697674,Moderate
304_Leicester City,304,2015-2016,Leicester City,Stoke City,61-75,65,False,True,2,0,2-0,3,0,W,1,0,0,3,0,0,0,2.1,3.8,3.5,0.4761904761904761,Moderate
307_Watford,307,2015-2016,Watford,Newcastle United,46-60,57,False,True,2,0,2-0,2,1,W,1,0,0,3,0,0,0,2.05,4.0,3.5,0.4878048780487805,Moderate
312_Leicester City,312,2015-2016,Leicester City,Liverpool,61-75,70,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,2.63,2.88,3.4,0.3802281368821293,Underdog
313_Tottenham,313,2015-2016,Tottenham,Norwich City,16-30,29,False,False,2,0,2-0,3,0,W,1,0,0,3,0,0,0,1.85,4.5,3.75,0.5405405405405405,Moderate
315_West Ham United,315,2015-2016,West Ham United,Aston Villa,76-90+,84,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,1,1.91,4.75,3.5,0.5235602094240838,Moderate
317_Manchester United,317,2015-2016,Manchester United,Stoke City,16-30,22,False,True,2,0,2-0,3,0,W,1,0,0,3,0,,,,,,,
319_Everton,319,2015-2016,Everton,Newcastle United,76-90+,87,False,True,2,0,2-0,3,0,W,1,0,0,3,0,0,1,1.65,5.5,4.2,0.6060606060606061,Moderate
321_Leicester City,321,2015-2016,Leicester City,Manchester City,31-45+,47,False,False,2,0,2-0,3,1,W,1,0,0,3,0,0,0,6.0,1.62,4.2,0.1666666666666666,Underdog
323_Everton,323,2015-2016,Everton,Stoke City,16-30,27,False,False,2,0,2-0,3,0,W,1,0,0,3,0,0,0,2.8,2.7,3.4,0.3571428571428571,Underdog
326_Aston Villa,326,2015-2016,Aston Villa,Norwich City,46-60,50,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,2.45,3.3,3.2,0.4081632653061224,Underdog
327_Liverpool,327,2015-2016,Liverpool,Sunderland,61-75,69,False,True,2,0,2-0,2,2,D,0,1,0,1,2,0,0,1.44,8.5,4.75,0.6944444444444444,Strong Favorite
329_Arsenal,329,2015-2016,Arsenal,AFC Bournemouth,16-30,23,False,False,2,0,2-0,2,0,W,1,0,0,3,0,0,0,2.1,3.8,3.5,0.4761904761904761,Moderate
333_Norwich City,333,2015-2016,Norwich City,West Ham United,61-75,64,False,True,2,0,2-0,2,2,D,0,1,0,1,2,0,0,2.38,3.25,3.4,0.4201680672268907,Moderate
336_Stoke City,336,2015-2016,Stoke City,AFC Bournemouth,46-60,51,False,False,2,0,2-0,3,1,W,1,0,0,3,0,0,0,4.1,2.05,3.4,0.2439024390243902,Underdog
337_Chelsea,337,2015-2016,Chelsea,Newcastle United,0-15,8,False,True,2,0,2-0,5,1,W,1,0,0,3,0,1,0,1.44,8.0,4.75,0.6944444444444444,Strong Favorite
339_Liverpool,339,2015-2016,Liverpool,Aston Villa,16-30,24,False,False,2,0,2-0,6,0,W,1,0,0,3,0,0,0,1.85,4.75,3.6,0.5405405405405405,Moderate
345_Stoke City,345,2015-2016,Stoke City,Aston Villa,46-60,55,False,True,2,0,2-0,2,1,W,1,0,0,3,0,0,0,1.62,5.5,3.75,0.6172839506172839,Moderate
346_West Bromwich Albion,346,2015-2016,West Bromwich Albion,Crystal Palace,16-30,19,False,True,2,0,2-0,3,2,W,1,0,0,3,0,0,0,2.6,2.8,3.1,0.3846153846153846,Underdog
348_Manchester United,348,2015-2016,Manchester United,Arsenal,31-45+,31,False,True,2,0,2-0,3,2,W,1,0,0,3,0,0,0,3.0,2.38,3.25,0.3333333333333333,Underdog
349_Everton,349,2015-2016,Everton,Aston Villa,16-30,29,False,False,2,0,2-0,3,1,W,1,0,0,3,0,0,0,1.91,4.5,3.6,0.5235602094240838,Moderate
350_AFC Bournemouth,350,2015-2016,AFC Bournemouth,Southampton,76-90+,78,False,True,2,0,2-0,2,0,W,1,0,0,3,0,0,0,2.9,2.7,3.25,0.3448275862068966,Underdog
353_Chelsea,353,2015-2016,Chelsea,Norwich City,31-45+,45,False,False,2,0,2-0,2,1,W,1,0,0,3,0,0,0,1.7,5.25,4.0,0.5882352941176471,Moderate
357_Liverpool,357,2015-2016,Liverpool,Manchester City,31-45+,40,False,True,2,0,2-0,3,0,W,1,0,0,3,0,,,,,,,
363_Everton,363,2015-2016,Everton,West Ham United,46-60,55,False,True,2,0,2-0,2,3,L,0,0,1,0,3,1,0,1.73,5.0,4.0,0.5780346820809249,Moderate
364_Manchester City,364,2015-2016,Manchester City,Aston Villa,31-45+,49,False,True,2,0,2-0,4,0,W,1,0,0,3,0,0,0,1.22,15.0,7.0,0.819672131147541,Strong Favorite
365_AFC Bournemouth,365,2015-2016,AFC Bournemouth,Newcastle United,61-75,69,False,False,2,0,2-0,3,1,W,1,0,0,3,0,0,0,2.88,2.63,3.4,0.3472222222222222,Underdog
370_Southampton,370,2015-2016,Southampton,Stoke City,16-30,29,False,False,2,0,2-0,2,1,W,1,0,0,3,0,1,0,2.9,2.7,3.2,0.3448275862068966,Underdog
372_Tottenham,372,2015-2016,Tottenham,Aston Villa,31-45+,47,False,False,2,0,2-0,2,0,W,1,0,0,3,0,0,0,1.5,7.5,4.5,0.6666666666666666,Strong Favorite
374_Arsenal,374,2015-2016,Arsenal,Everton,31-45+,41,False,False,2,0,2-0,2,0,W,1,0,0,3,0,0,0,2.7,2.7,3.5,0.3703703703703703,Underdog
377_Stoke City,377,2015-2016,Stoke City,Watford,46-60,50,False,False,2,0,2-0,2,1,W,1,0,0,3,0,0,0,3.3,2.4,3.25,0.303030303030303,Underdog
380_Liverpool,380,2015-2016,Liverpool,Southampton,16-30,21,False,False,2,0,2-0,2,3,L,0,0,1,0,3,0,0,2.88,2.63,3.4,0.3472222222222222,Underdog
383_Tottenham,383,2015-2016,Tottenham,AFC Bournemouth,0-15,15,False,True,2,0,2-0,3,0,W,1,0,0,3,0,0,0,1.53,7.0,4.33,0.6535947712418301,Strong Favorite
384_Chelsea,384,2015-2016,Chelsea,Aston Villa,31-45+,45,False,False,2,0,2-0,4,0,W,1,0,0,3,0,0,1,1.57,6.5,4.33,0.6369426751592356,Strong Favorite
385_Arsenal,385,2015-2016,Arsenal,Watford,31-45+,37,False,True,2,0,2-0,4,0,W,1,0,0,3,0,0,0,1.36,10.0,5.25,0.7352941176470588,Strong Favorite
386_Manchester City,386,2015-2016,Manchester City,AFC Bournemouth,0-15,11,False,False,2,0,2-0,4,0,W,1,0,0,3,0,0,0,2.1,3.75,3.6,0.4761904761904761,Moderate
388_Stoke City,388,2015-2016,Stoke City,Swansea City,46-60,52,False,True,2,0,2-0,2,2,D,0,1,0,1,2,0,0,2.2,3.6,3.4,0.4545454545454545,Moderate
394_Arsenal,394,2015-2016,Arsenal,West Ham United,31-45+,34,False,False,2,0,2-0,3,3,D,0,1,0,1,2,0,0,2.0,3.6,3.5,0.5,Moderate
396_Southampton,396,2015-2016,Southampton,Newcastle United,31-45+,37,False,True,2,0,2-0,3,1,W,1,0,0,3,0,0,0,1.53,6.0,4.0,0.6535947712418301,Strong Favorite
398_AFC Bournemouth,398,2015-2016,AFC Bournemouth,Aston Villa,61-75,73,False,False,2,0,2-0,2,1,W,1,0,0,3,0,0,0,2.2,3.4,3.2,0.4545454545454545,Moderate
401_Leicester City,401,2015-2016,Leicester City,Sunderland,76-90+,94,True,False,2,0,2-0,2,0,W,1,0,0,3,0,0,0,2.1,3.4,3.4,0.4761904761904761,Moderate
402_Tottenham,402,2015-2016,Tottenham,Manchester United,61-75,73,False,True,2,0,2-0,3,0,W,1,0,0,3,0,0,0,1.91,4.0,3.5,0.5235602094240838,Moderate
403_Liverpool,403,2015-2016,Liverpool,Stoke City,31-45+,49,False,True,3,1,3-1,4,1,W,1,0,0,3,0,0,0,1.55,5.75,4.0,0.6451612903225806,Strong Favorite
405_Sunderland,405,2015-2016,Sunderland,Norwich City,46-60,52,False,False,2,0,2-0,3,0,W,1,0,0,3,0,0,0,3.25,2.4,3.3,0.3076923076923077,Underdog
